Latitude: 40.71  Longitude: -84.03
X & Y on Lambert Conformal Conic: 1280209.18 -66723.56
Tile: 11748
Elevation: 287 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,prcp (mm/day),tmax (deg c),tmin (deg c)
1980,286,0.00,10.12,4.11
1980,287,1.48,13.57,-2.37
1980,288,0.00,16.61,1.60
1980,289,0.00,23.36,6.97
1980,290,0.00,25.27,10.09
1980,291,7.68,21.17,14.76
1980,292,0.00,16.70,7.30
1980,293,0.00,11.53,3.47
1980,294,0.00,14.07,2.94
1980,295,0.00,16.90,5.28
1980,296,0.00,13.94,2.51
1980,297,0.00,16.20,1.80
1980,298,14.82,16.82,2.95
1980,299,0.00,9.35,1.79
1980,300,0.00,4.88,0.37
1980,301,10.94,6.27,-2.74
1980,302,0.00,5.55,-0.87
1980,303,0.00,8.11,-5.04
1980,304,0.00,9.90,-4.42
1980,305,0.00,14.54,-0.02
1980,306,0.00,10.77,0.92
1980,307,0.00,11.40,-3.61
1980,308,1.82,20.74,1.67
1980,309,0.00,14.15,5.84
1980,310,0.00,10.76,-0.77
1980,311,0.00,13.52,-2.85
1980,312,0.00,19.60,5.93
1980,313,0.00,15.28,4.68
1980,314,0.00,19.06,5.94
1980,315,0.00,10.75,0.55
1980,316,0.00,4.36,-6.48
1980,317,0.00,6.83,-7.21
1980,318,1.90,17.46,-0.54
1980,319,3.68,11.97,3.67
1980,320,0.00,5.32,1.17
1980,321,0.00,4.58,-2.38
1980,322,7.86,0.65,-2.25
1980,323,0.00,1.19,-4.69
1980,324,0.00,3.95,-6.65
1980,325,0.00,5.52,-5.36
1980,326,0.00,4.62,-3.39
1980,327,0.00,8.65,-5.36
1980,328,1.86,5.97,-0.14
1980,329,2.85,5.56,1.89
1980,330,0.00,2.73,-3.47
1980,331,9.39,3.02,-8.51
1980,332,5.04,3.26,-4.51
1980,333,3.62,2.22,-1.84
1980,334,2.13,2.30,-2.65
1980,335,0.00,9.73,-2.01
1980,336,1.99,12.04,3.02
1980,337,2.02,11.47,0.20
1980,338,0.00,-1.31,-8.67
1980,339,0.00,3.34,-6.62
1980,340,0.00,6.76,-1.04
1980,341,4.15,14.38,3.90
1980,342,5.70,14.13,9.09
1980,343,6.64,15.39,6.57
1980,344,4.27,4.72,0.64
1980,345,0.00,1.03,-2.41
1980,346,1.18,-0.83,-6.78
1980,347,0.00,9.97,-4.41
1980,348,0.00,4.55,-2.93
1980,349,0.00,2.07,-4.88
1980,350,4.34,0.24,-4.11
1980,351,0.00,-0.24,-6.10
1980,352,0.00,-0.22,-13.13
1980,353,0.00,3.19,-6.69
1980,354,0.00,-4.94,-12.48
1980,355,0.00,-8.77,-16.19
1980,356,0.00,-5.30,-15.26
1980,357,0.00,0.35,-12.60
1980,358,3.83,1.40,-5.96
1980,359,6.43,0.23,-9.92
1980,360,0.00,-7.34,-19.18
1980,361,0.00,-5.72,-15.77
1980,362,0.00,-2.65,-10.39
1980,363,0.00,4.09,-13.67
1980,364,7.11,1.89,-6.64
1980,365,2.30,-0.39,-3.78
1981,1,2.35,0.20,-4.43
1981,2,0.00,-2.62,-8.29
1981,3,0.93,-6.61,-15.10
1981,4,0.00,-12.04,-22.52
1981,5,0.00,-6.98,-21.55
1981,6,6.74,-2.26,-13.34
1981,7,0.00,-4.28,-12.78
1981,8,0.00,-7.57,-21.62
1981,9,0.00,-8.16,-21.85
1981,10,0.00,-7.98,-19.72
1981,11,0.00,-9.94,-18.98
1981,12,0.00,-8.19,-18.39
1981,13,0.00,-1.64,-13.31
1981,14,0.00,-1.93,-13.68
1981,15,0.89,-1.80,-8.59
1981,16,1.03,-3.18,-14.69
1981,17,0.00,-5.46,-11.85
1981,18,0.00,0.50,-10.87
1981,19,0.00,4.29,-9.47
1981,20,0.00,5.57,-2.82
1981,21,0.00,1.60,-2.82
1981,22,0.00,0.79,-3.51
1981,23,0.00,0.88,-3.49
1981,24,0.00,5.62,-7.08
1981,25,0.00,8.29,-4.88
1981,26,0.00,7.87,0.57
1981,27,0.00,4.52,-0.29
1981,28,0.00,1.57,-2.96
1981,29,0.00,-1.67,-8.56
1981,30,0.00,-3.57,-11.39
1981,31,2.66,1.12,-12.99
1981,32,9.42,3.82,-7.04
1981,33,0.00,-2.11,-13.26
1981,34,0.00,-11.02,-17.81
1981,35,0.00,-8.41,-15.98
1981,36,1.06,-4.58,-17.15
1981,37,1.17,-0.86,-9.96
1981,38,0.00,2.88,-7.47
1981,39,0.00,-0.88,-9.95
1981,40,1.92,0.92,-11.45
1981,41,19.97,5.68,-6.42
1981,42,3.87,2.81,-14.80
1981,43,0.00,-9.17,-20.10
1981,44,0.00,-0.65,-15.68
1981,45,0.00,5.73,-10.55
1981,46,0.00,10.80,-4.13
1981,47,5.04,8.50,0.89
1981,48,0.00,11.71,5.16
1981,49,0.00,14.56,6.46
1981,50,5.79,11.78,6.81
1981,51,0.00,9.37,1.88
1981,52,0.00,6.91,0.48
1981,53,3.31,11.02,1.00
1981,54,2.45,8.85,1.62
1981,55,0.00,5.05,-0.09
1981,56,0.00,6.98,-1.77
1981,57,0.00,2.17,-3.20
1981,58,1.50,9.00,-3.28
1981,59,0.00,10.63,0.87
1981,60,0.00,5.07,0.77
1981,61,0.00,4.23,-2.21
1981,62,0.00,2.92,-7.52
1981,63,5.52,2.66,-3.06
1981,64,0.00,2.70,-1.01
1981,65,1.91,2.19,-5.31
1981,66,0.00,-0.30,-8.33
1981,67,0.00,3.52,-4.12
1981,68,0.00,7.12,-2.98
1981,69,0.00,8.19,-0.74
1981,70,0.00,4.16,-2.38
1981,71,0.00,13.08,-2.20
1981,72,0.00,9.86,-2.31
1981,73,0.00,6.76,-7.85
1981,74,2.25,14.16,-0.91
1981,75,0.00,6.48,-5.42
1981,76,0.00,4.74,-4.51
1981,77,0.87,2.25,-9.58
1981,78,2.12,-0.78,-8.45
1981,79,0.00,2.19,-5.18
1981,80,0.00,8.10,-3.27
1981,81,0.00,8.19,-4.10
1981,82,0.00,11.12,-3.40
1981,83,0.00,13.15,-3.28
1981,84,0.00,12.14,-3.37
1981,85,7.34,17.83,0.87
1981,86,0.00,10.42,0.90
1981,87,0.00,21.87,-0.09
1981,88,6.76,23.85,8.41
1981,89,0.00,16.64,10.18
1981,90,0.00,26.18,4.62
1981,91,0.00,20.97,8.91
1981,92,0.00,21.87,1.46
1981,93,7.39,24.11,9.00
1981,94,7.46,19.54,11.90
1981,95,0.00,10.68,2.12
1981,96,0.00,11.07,-2.08
1981,97,0.00,18.58,1.52
1981,98,4.76,22.45,7.92
1981,99,0.00,17.84,8.19
1981,100,9.12,18.40,3.59
1981,101,22.50,21.15,10.76
1981,102,6.62,17.16,8.28
1981,103,15.88,18.17,4.39
1981,104,0.00,18.83,5.67
1981,105,0.00,11.91,-0.74
1981,106,9.23,17.79,1.38
1981,107,0.00,22.78,8.90
1981,108,0.00,19.49,9.96
1981,109,3.01,14.03,5.34
1981,110,0.00,8.62,2.52
1981,111,0.00,12.31,-3.01
1981,112,6.41,15.35,2.08
1981,113,2.81,18.16,9.51
1981,114,0.00,11.22,3.37
1981,115,0.00,10.99,0.70
1981,116,0.00,14.93,0.46
1981,117,0.00,23.91,5.64
1981,118,26.51,27.33,10.69
1981,119,5.75,16.90,9.36
1981,120,5.32,15.87,6.07
1981,121,0.00,14.18,6.91
1981,122,0.00,13.72,2.09
1981,123,0.00,20.12,3.49
1981,124,0.00,25.19,8.32
1981,125,15.53,21.75,12.17
1981,126,0.00,14.33,4.47
1981,127,0.00,14.61,0.13
1981,128,0.00,21.12,1.54
1981,129,5.51,18.20,8.78
1981,130,17.68,17.03,12.73
1981,131,4.18,14.43,7.93
1981,132,0.00,16.16,3.90
1981,133,6.65,15.84,4.11
1981,134,23.69,12.90,7.29
1981,135,6.96,11.38,7.01
1981,136,0.00,20.67,4.60
1981,137,0.00,21.14,6.25
1981,138,0.00,14.29,5.44
1981,139,0.00,16.98,6.21
1981,140,0.00,21.75,3.13
1981,141,0.00,23.97,4.09
1981,142,0.00,26.30,8.15
1981,143,0.00,26.00,13.99
1981,144,1.38,27.62,14.52
1981,145,0.00,24.93,16.05
1981,146,6.58,25.11,14.32
1981,147,23.20,18.85,14.71
1981,148,0.00,21.92,13.17
1981,149,5.92,26.32,11.39
1981,150,9.86,23.74,14.77
1981,151,0.00,20.60,10.24
1981,152,0.00,20.88,7.94
1981,153,0.00,25.63,12.86
1981,154,1.14,27.10,17.92
1981,155,0.00,27.16,17.77
1981,156,8.67,26.86,15.54
1981,157,0.00,26.82,17.74
1981,158,0.00,27.89,10.65
1981,159,29.75,29.18,16.39
1981,160,14.07,25.53,15.75
1981,161,0.00,24.17,14.00
1981,162,0.00,24.35,11.42
1981,163,0.00,27.24,15.47
1981,164,89.22,24.92,18.35
1981,165,0.00,30.84,20.10
1981,166,0.00,31.76,22.02
1981,167,2.41,27.99,18.61
1981,168,0.00,24.07,11.37
1981,169,0.00,26.87,12.38
1981,170,0.00,27.04,15.23
1981,171,0.00,27.07,14.78
1981,172,16.98,26.60,18.15
1981,173,0.00,24.06,17.92
1981,174,0.00,24.75,14.80
1981,175,30.70,30.74,15.31
1981,176,0.00,27.79,17.67
1981,177,0.00,23.37,11.87
1981,178,0.00,24.06,10.14
1981,179,0.00,27.80,12.63
1981,180,0.00,32.15,17.83
1981,181,4.13,31.45,19.95
1981,182,0.00,27.67,17.72
1981,183,2.45,26.75,17.06
1981,184,0.00,26.59,16.76
1981,185,0.00,28.02,17.51
1981,186,0.00,28.02,18.72
1981,187,0.00,30.99,18.01
1981,188,0.00,33.05,17.22
1981,189,0.00,32.93,20.40
1981,190,0.00,34.19,22.48
1981,191,0.00,31.45,19.41
1981,192,0.00,31.49,14.62
1981,193,0.00,31.06,17.25
1981,194,0.00,32.38,21.54
1981,195,0.00,29.18,18.51
1981,196,0.00,26.93,15.58
1981,197,0.00,27.66,17.22
1981,198,0.00,30.60,16.29
1981,199,0.00,32.41,17.19
1981,200,25.47,28.28,20.20
1981,201,7.37,28.76,20.59
1981,202,0.00,26.68,18.37
1981,203,0.00,24.38,13.92
1981,204,0.00,23.46,10.86
1981,205,0.00,28.49,13.21
1981,206,6.85,29.59,14.99
1981,207,9.30,27.89,18.76
1981,208,7.72,25.12,18.25
1981,209,3.14,25.94,18.81
1981,210,0.00,22.43,13.23
1981,211,0.00,25.22,9.56
1981,212,0.00,27.95,12.44
1981,213,0.00,29.46,14.60
1981,214,0.00,30.11,16.81
1981,215,4.26,27.54,19.39
1981,216,0.00,29.86,19.93
1981,217,0.00,28.83,18.69
1981,218,5.95,25.19,18.69
1981,219,4.12,28.03,17.71
1981,220,0.00,26.14,16.61
1981,221,0.00,27.44,14.82
1981,222,2.96,27.48,16.83
1981,223,0.00,25.64,16.95
1981,224,0.00,26.22,13.87
1981,225,0.00,28.74,15.98
1981,226,0.00,27.41,17.04
1981,227,0.00,25.22,18.47
1981,228,0.00,23.03,14.98
1981,229,0.00,23.74,8.67
1981,230,0.00,25.38,6.92
1981,231,0.00,26.65,10.33
1981,232,0.00,27.21,11.65
1981,233,0.00,25.93,12.59
1981,234,0.00,28.07,11.33
1981,235,0.00,28.76,11.23
1981,236,0.00,28.68,13.66
1981,237,0.00,27.66,14.42
1981,238,0.00,28.92,13.40
1981,239,0.00,27.30,15.78
1981,240,0.00,27.87,18.02
1981,241,18.99,27.88,18.75
1981,242,6.45,27.08,17.45
1981,243,18.34,27.00,17.78
1981,244,6.13,26.39,18.61
1981,245,7.84,24.46,19.71
1981,246,30.51,22.90,18.74
1981,247,3.61,24.83,16.51
1981,248,0.00,23.17,12.68
1981,249,0.00,23.13,14.71
1981,250,8.32,24.17,13.25
1981,251,0.00,22.66,13.59
1981,252,0.00,20.25,8.64
1981,253,0.00,25.61,10.24
1981,254,0.00,27.80,15.08
1981,255,0.00,28.63,16.36
1981,256,0.00,28.81,16.29
1981,257,15.90,24.28,17.17
1981,258,0.00,21.09,13.05
1981,259,3.42,18.40,8.95
1981,260,5.41,13.34,8.60
1981,261,3.55,13.41,7.24
1981,262,0.00,21.19,7.28
1981,263,0.00,20.47,8.29
1981,264,0.00,23.62,9.81
1981,265,0.00,16.79,8.04
1981,266,0.00,16.51,2.49
1981,267,0.00,20.69,2.94
1981,268,0.00,21.60,7.83
1981,269,3.47,27.73,12.76
1981,270,0.00,23.66,14.04
1981,271,0.00,17.97,5.48
1981,272,3.36,15.75,3.38
1981,273,6.71,23.65,8.15
1981,274,0.00,21.88,11.82
1981,275,0.00,13.24,2.88
1981,276,0.00,13.63,-1.71
1981,277,0.00,19.04,1.75
1981,278,13.39,24.19,9.91
1981,279,0.00,21.18,11.70
1981,280,0.00,14.11,3.73
1981,281,0.00,13.45,-0.07
1981,282,0.00,15.52,1.27
1981,283,0.00,14.83,4.17
1981,284,0.00,16.79,5.12
1981,285,0.00,18.74,3.74
1981,286,0.00,20.61,3.99
1981,287,0.00,19.58,5.13
1981,288,2.88,17.31,10.26
1981,289,0.00,15.61,3.33
1981,290,9.53,19.38,2.67
1981,291,5.30,15.57,3.64
1981,292,0.00,8.63,1.53
1981,293,0.00,19.33,1.59
1981,294,0.00,18.26,5.97
1981,295,10.62,10.46,4.56
1981,296,0.00,6.40,-0.84
1981,297,0.00,5.78,-6.85
1981,298,5.04,13.33,-3.81
1981,299,13.49,12.39,3.88
1981,300,33.60,11.76,6.83
1981,301,0.00,15.65,0.84
1981,302,0.00,16.55,3.08
1981,303,0.00,22.00,4.00
1981,304,0.00,20.90,6.98
1981,305,0.00,20.89,9.69
1981,306,0.00,18.70,10.20
1981,307,0.00,19.20,7.66
1981,308,0.00,22.07,6.87
1981,309,3.79,17.56,8.83
1981,310,0.00,8.94,3.24
1981,311,0.00,10.52,-2.35
1981,312,0.00,16.54,0.75
1981,313,0.00,9.44,-0.15
1981,314,0.00,8.99,-5.79
1981,315,0.00,10.22,-2.65
1981,316,0.00,8.66,-3.14
1981,317,0.00,12.64,-3.94
1981,318,0.00,15.21,-2.15
1981,319,0.00,14.27,-2.96
1981,320,0.00,14.34,-2.78
1981,321,0.00,9.87,-1.13
1981,322,0.00,10.64,2.00
1981,323,19.89,13.16,4.31
1981,324,6.16,9.15,-0.52
1981,325,0.00,0.43,-3.13
1981,326,0.00,-1.02,-4.87
1981,327,12.66,3.48,-8.79
1981,328,0.00,3.91,-3.26
1981,329,0.00,4.31,-5.57
1981,330,3.98,15.60,-0.85
1981,331,0.00,8.32,0.77
1981,332,0.00,2.51,-0.47
1981,333,0.00,1.90,-1.90
1981,334,9.47,3.55,-4.99
1981,335,0.00,14.19,-1.58
1981,336,0.00,6.05,0.57
1981,337,2.97,6.67,-1.11
1981,338,0.00,3.96,0.02
1981,339,0.00,2.59,-2.43
1981,340,0.00,4.09,-5.94
1981,341,0.00,7.63,-1.49
1981,342,0.00,5.08,-1.32
1981,343,0.00,-1.34,-7.10
1981,344,0.00,-1.39,-6.69
1981,345,0.00,1.06,-8.56
1981,346,0.00,0.04,-4.27
1981,347,0.00,0.69,-2.82
1981,348,0.00,1.30,-3.82
1981,349,0.00,1.26,-5.16
1981,350,3.26,-0.74,-7.47
1981,351,8.77,-2.69,-6.78
1981,352,0.00,-4.93,-12.48
1981,353,0.00,-8.74,-14.61
1981,354,0.00,-6.71,-19.78
1981,355,6.85,0.67,-15.50
1981,356,30.63,2.82,-2.49
1981,357,0.00,2.71,-3.49
1981,358,0.00,-0.66,-8.60
1981,359,0.00,2.67,-7.77
1981,360,0.00,3.23,-4.38
1981,361,3.07,2.16,-3.20
1981,362,9.05,-0.65,-4.94
1981,363,0.00,-3.77,-8.98
1981,364,0.00,-3.34,-13.52
1981,365,3.12,2.91,-8.79
1982,1,0.00,0.79,-7.67
1982,2,2.97,3.01,-8.68
1982,3,14.09,5.67,-1.48
1982,4,0.00,9.25,-3.84
1982,5,0.00,2.56,-7.64
1982,6,2.06,4.49,-3.44
1982,7,0.00,-2.15,-8.86
1982,8,2.46,-3.13,-15.12
1982,9,1.48,-7.33,-19.13
1982,10,0.00,-19.64,-25.44
1982,11,1.12,-14.93,-23.81
1982,12,4.19,-8.50,-17.75
1982,13,0.00,-5.55,-13.90
1982,14,1.58,-7.95,-15.38
1982,15,3.94,-5.90,-22.73
1982,16,0.00,-5.56,-24.77
1982,17,1.99,-17.24,-27.99
1982,18,0.00,-7.24,-22.34
1982,19,0.00,-1.79,-13.72
1982,20,1.51,-1.65,-10.98
1982,21,0.00,-3.62,-9.73
1982,22,13.66,3.72,-12.29
1982,23,0.00,5.24,-9.83
1982,24,0.00,-9.05,-17.09
1982,25,2.99,-10.05,-16.22
1982,26,0.00,-10.51,-18.95
1982,27,0.00,0.69,-19.24
1982,28,0.00,3.22,-7.68
1982,29,13.53,1.86,-10.39
1982,30,27.71,4.11,-3.50
1982,31,20.35,0.36,-6.29
1982,32,0.00,-2.74,-11.70
1982,33,0.00,0.25,-11.30
1982,34,17.40,-0.13,-7.98
1982,35,0.00,-5.70,-14.05
1982,36,1.90,-4.88,-15.11
1982,37,0.00,-9.04,-19.26
