Latitude: 41.779  Longitude: -80.697
X & Y on Lambert Conformal Conic: 1517049.54 99942.99
Tile: 11750
Elevation: 277 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,prcp (mm/day),tmax (deg c),tmin (deg c)
1980,89,3.62,7.49,1.46
1980,90,4.65,9.41,0.95
1980,91,5.21,8.51,1.93
1980,92,0.00,6.64,1.58
1980,93,0.00,8.34,2.01
1980,94,9.73,13.56,-2.30
1980,95,5.84,8.75,1.58
1980,96,0.00,11.43,0.13
1980,97,0.00,14.96,0.73
1980,98,0.00,17.96,2.93
1980,99,12.48,18.65,9.10
1980,100,9.13,15.38,7.06
1980,101,1.69,5.74,2.58
1980,102,3.41,12.07,2.30
1980,103,5.68,10.98,2.49
1980,104,7.55,7.25,0.54
1980,105,17.36,11.68,0.74
1980,106,3.16,4.78,1.62
1980,107,0.00,1.79,-3.11
1980,108,0.00,8.17,-7.44
1980,109,0.00,16.11,-2.03
1980,110,0.00,20.57,0.88
1980,111,0.00,18.63,3.79
1980,112,0.00,16.93,0.08
1980,113,0.00,22.68,-0.19
1980,114,0.00,16.43,4.43
1980,115,0.00,14.20,-2.50
1980,116,0.00,12.04,3.25
1980,117,0.00,14.84,-0.21
1980,118,9.59,9.65,0.39
1980,119,2.24,10.22,4.15
1980,120,3.31,12.04,4.49
1980,121,0.00,12.68,0.69
1980,122,0.00,15.85,2.39
1980,123,0.00,18.54,5.02
1980,124,0.00,22.80,5.28
1980,125,0.00,23.13,3.83
1980,126,0.00,27.84,7.83
1980,127,0.00,18.30,8.13
1980,128,0.00,14.26,6.68
1980,129,0.00,11.42,-0.76
1980,130,0.00,12.38,0.36
1980,131,3.71,19.40,0.30
1980,132,3.51,21.14,6.92
1980,133,8.18,18.42,10.38
1980,134,12.14,23.89,10.79
1980,135,0.00,13.23,5.84
1980,136,0.00,15.91,0.76
1980,137,0.00,18.05,1.59
1980,138,11.81,19.76,6.33
1980,139,9.59,22.10,10.02
1980,140,0.00,18.12,9.48
1980,141,0.00,21.28,7.69
1980,142,0.00,22.01,9.29
1980,143,0.00,25.87,6.28
1980,144,0.00,28.52,9.50
1980,145,0.00,25.25,14.93
1980,146,0.00,24.08,11.95
1980,147,0.00,19.83,6.47
1980,148,0.00,18.86,3.50
1980,149,0.00,24.66,7.70
1980,150,0.00,25.84,11.51
1980,151,11.33,27.32,14.61
1980,152,11.96,27.03,15.21
1980,153,8.19,23.37,7.57
1980,154,22.55,25.91,11.82
1980,155,0.00,23.85,14.63
1980,156,0.00,20.09,9.32
1980,157,5.40,21.55,5.97
1980,158,7.28,26.36,10.07
1980,159,23.62,26.99,12.02
1980,160,4.87,14.62,8.90
1980,161,6.75,15.13,6.08
1980,162,0.00,11.82,3.88
1980,163,0.00,16.60,2.09
1980,164,0.00,21.74,4.03
1980,165,0.00,25.77,6.68
1980,166,7.05,25.84,11.10
1980,167,23.29,23.71,11.57
1980,168,0.00,15.77,9.79
1980,169,0.00,19.49,1.56
1980,170,0.00,23.23,6.28
1980,171,11.30,26.42,10.18
1980,172,0.00,20.80,8.38
1980,173,0.00,23.25,6.82
1980,174,0.00,25.93,8.19
1980,175,0.00,28.97,11.00
1980,176,0.00,29.13,13.82
1980,177,0.00,29.38,14.17
1980,178,0.00,30.04,14.79
1980,179,0.00,25.76,16.86
1980,180,0.00,31.18,14.16
1980,181,0.00,28.23,18.04
1980,182,0.00,21.18,13.62
1980,183,0.00,25.60,11.23
1980,184,0.00,24.89,14.68
1980,185,0.00,25.00,9.00
1980,186,0.00,29.36,9.59
1980,187,24.66,27.27,15.89
1980,188,0.00,21.91,13.25
1980,189,35.66,25.81,8.23
1980,190,0.00,25.55,13.32
1980,191,0.00,25.94,9.98
1980,192,0.00,26.89,13.08
1980,193,0.00,30.09,14.08
1980,194,0.00,24.78,13.54
1980,195,0.00,25.01,9.08
1980,196,0.00,28.81,9.67
1980,197,14.67,33.25,14.66
1980,198,12.66,30.93,19.18
1980,199,0.00,28.35,18.10
1980,200,0.00,27.07,13.57
1980,201,0.00,32.13,16.44
1980,202,0.00,33.23,19.85
1980,203,6.96,32.44,22.03
1980,204,5.60,22.85,18.78
1980,205,0.00,24.08,15.72
1980,206,0.00,25.12,11.20
1980,207,0.00,27.98,11.74
1980,208,0.00,28.73,13.97
1980,209,21.68,29.36,17.03
1980,210,35.40,26.63,17.14
1980,211,15.13,27.03,17.37
1980,212,14.92,25.68,14.74
1980,213,2.72,26.79,13.50
1980,214,2.46,29.15,16.15
1980,215,38.12,25.50,18.40
1980,216,22.48,23.73,17.44
1980,217,0.00,28.27,13.37
1980,218,27.29,29.90,16.88
1980,219,0.00,28.42,18.92
1980,220,0.00,31.27,18.29
1980,221,15.10,30.89,19.82
1980,222,3.66,27.91,18.77
1980,223,11.52,25.82,17.87
1980,224,5.80,27.39,16.96
1980,225,0.00,24.32,17.50
1980,226,0.00,25.57,13.31
1980,227,5.20,27.20,15.55
1980,228,0.00,23.91,17.43
1980,229,0.00,21.84,11.21
1980,230,0.00,20.50,11.01
1980,231,0.00,27.38,14.40
1980,232,7.76,27.67,17.05
1980,233,0.00,28.35,17.81
1980,234,9.60,28.21,18.46
1980,235,4.04,23.60,18.18
1980,236,0.00,26.36,16.26
1980,237,0.00,27.50,13.38
1980,238,0.00,28.08,12.89
1980,239,0.00,28.71,13.97
1980,240,0.00,29.54,16.19
1980,241,0.00,29.55,16.54
1980,242,0.00,29.71,17.62
1980,243,0.00,28.62,17.80
1980,244,0.00,28.43,17.50
1980,245,15.94,30.62,19.29
1980,246,9.66,27.30,19.39
1980,247,0.00,26.41,13.45
1980,248,0.00,27.46,13.17
1980,249,0.00,26.83,14.13
1980,250,0.00,25.94,14.04
1980,251,0.00,25.09,9.13
1980,252,0.00,26.79,9.04
1980,253,5.45,24.99,10.60
1980,254,0.00,20.79,10.11
1980,255,0.00,23.59,8.42
1980,256,0.00,24.63,10.78
1980,257,16.33,27.70,13.29
1980,258,3.91,25.03,15.72
1980,259,0.00,18.34,12.21
1980,260,5.30,21.91,10.16
1980,261,5.87,20.71,11.41
1980,262,0.00,18.84,7.94
1980,263,0.00,24.26,7.97
1980,264,0.00,27.98,11.44
1980,265,0.00,29.66,15.57
1980,266,10.41,28.60,18.86
1980,267,0.00,19.98,12.00
1980,268,0.00,19.62,5.65
1980,269,8.26,20.66,6.60
1980,270,0.00,14.92,7.49
1980,271,0.00,17.50,3.57
1980,272,0.00,18.46,4.33
1980,273,0.00,22.69,3.28
1980,274,0.00,24.44,5.73
1980,275,3.40,24.89,9.14
1980,276,3.36,18.60,9.40
1980,277,10.55,16.72,5.37
1980,278,12.29,11.25,4.16
1980,279,2.99,8.86,2.39
1980,280,1.54,12.83,3.75
1980,281,0.00,16.86,4.52
1980,282,0.00,23.91,5.03
1980,283,0.00,16.00,4.05
1980,284,0.00,20.26,0.50
1980,285,15.49,13.64,1.73
1980,286,6.63,7.47,4.30
1980,287,5.91,8.43,2.05
1980,288,4.77,8.74,-1.80
1980,289,3.43,16.62,0.66
1980,290,0.00,21.14,5.42
1980,291,4.70,22.91,10.96
1980,292,0.00,18.22,10.74
1980,293,10.01,11.87,4.88
1980,294,3.85,9.74,3.68
1980,295,0.00,12.88,4.01
1980,296,0.00,10.20,1.55
1980,297,0.00,12.62,-1.29
1980,298,10.06,15.61,-0.80
1980,299,20.41,8.55,0.79
1980,300,6.70,3.64,0.69
1980,301,3.71,6.44,-0.24
1980,302,2.44,4.86,-0.05
1980,303,0.00,6.84,-2.01
1980,304,0.00,10.13,-1.91
1980,305,0.00,13.56,0.17
1980,306,0.00,6.83,0.52
1980,307,0.00,8.40,1.12
1980,308,3.27,18.70,-1.88
1980,309,1.45,11.84,3.13
1980,310,0.00,7.95,1.30
1980,311,0.00,10.21,-2.64
1980,312,3.92,16.20,0.92
1980,313,1.81,13.77,2.75
1980,314,0.00,18.35,0.06
1980,315,3.75,3.48,-0.38
1980,316,0.00,1.55,-0.95
1980,317,0.00,7.09,-1.03
1980,318,3.09,14.96,-0.21
1980,319,3.67,8.75,1.67
1980,320,0.00,3.76,0.76
1980,321,0.00,3.37,-3.32
1980,322,5.27,-0.05,-6.50
1980,323,0.00,1.89,-4.63
1980,324,0.00,3.75,-1.70
1980,325,0.00,5.98,-4.65
1980,326,0.00,3.91,-3.70
1980,327,0.00,8.35,-2.37
1980,328,3.86,6.83,-0.79
1980,329,9.95,6.08,1.75
1980,330,0.00,2.65,-1.19
1980,331,0.00,4.47,-7.22
1980,332,6.12,2.62,-6.19
1980,333,4.36,2.10,-2.53
1980,334,10.86,1.86,-2.59
1980,335,0.00,8.14,-1.65
1980,336,2.06,10.27,0.79
1980,337,5.61,10.71,2.12
1980,338,0.00,-0.98,-6.85
1980,339,0.00,0.11,-10.15
1980,340,0.00,3.58,-6.90
1980,341,0.00,9.04,-2.05
1980,342,2.42,13.35,2.23
1980,343,7.69,15.54,6.99
1980,344,3.16,4.42,0.46
1980,345,2.54,0.19,-1.74
1980,346,1.44,-2.49,-9.65
1980,347,0.00,6.73,-9.33
1980,348,0.00,2.69,-5.13
1980,349,0.00,-0.93,-7.25
1980,350,3.06,-1.79,-13.90
1980,351,0.00,-0.74,-8.66
1980,352,0.00,0.40,-10.96
1980,353,10.16,1.83,-8.82
1980,354,2.19,-6.43,-10.17
1980,355,0.00,-8.87,-16.49
1980,356,0.00,-7.36,-14.16
1980,357,0.00,-1.58,-14.56
1980,358,1.12,4.05,-10.47
1980,359,4.64,0.21,-5.51
1980,360,0.00,-7.87,-18.08
1980,361,0.00,-5.41,-16.11
1980,362,0.00,-0.64,-12.58
1980,363,0.00,5.81,-15.24
1980,364,7.78,2.78,-8.16
1980,365,0.00,-1.01,-4.38
1981,1,3.65,-1.79,-8.87
1981,2,3.62,-6.53,-9.57
1981,3,0.00,-8.66,-13.17
1981,4,0.00,-11.30,-17.72
1981,5,0.00,-7.89,-17.58
1981,6,4.58,-3.58,-15.00
1981,7,2.77,-8.21,-12.94
1981,8,0.00,-8.21,-20.20
1981,9,0.00,-7.65,-22.07
1981,10,0.00,-8.88,-19.91
1981,11,0.00,-11.68,-17.55
1981,12,0.00,-7.59,-22.04
1981,13,0.00,-6.16,-18.59
1981,14,0.00,-1.97,-14.06
1981,15,0.00,-0.97,-8.62
1981,16,5.28,-4.46,-7.05
1981,17,0.00,-5.79,-13.53
1981,18,0.00,-2.52,-13.21
1981,19,0.00,2.75,-10.32
1981,20,0.00,3.61,-8.36
1981,21,0.00,1.81,-5.20
1981,22,0.00,-0.63,-5.67
1981,23,0.00,0.24,-3.59
1981,24,0.00,2.76,-3.52
1981,25,0.00,8.37,-10.12
1981,26,0.00,10.06,-3.90
1981,27,0.00,1.95,-0.58
1981,28,1.39,1.28,-3.82
1981,29,0.76,-3.45,-7.84
1981,30,0.00,-6.07,-17.16
1981,31,0.00,0.29,-18.91
1981,32,17.59,3.73,-13.59
1981,33,8.58,-2.92,-6.22
1981,34,0.00,-11.65,-17.35
1981,35,0.60,-10.21,-17.40
1981,36,0.00,-6.15,-21.47
1981,37,1.68,-1.10,-15.22
1981,38,0.00,3.87,-11.60
1981,39,2.85,-1.23,-9.09
1981,40,0.00,-1.49,-10.85
1981,41,8.65,7.51,-10.30
1981,42,10.25,6.04,-6.35
1981,43,0.00,-9.40,-20.04
1981,44,0.00,-0.28,-20.15
1981,45,0.00,6.59,-14.72
1981,46,0.00,10.48,-7.54
1981,47,7.19,8.10,-1.81
1981,48,1.39,10.16,2.66
1981,49,22.23,14.65,4.12
1981,50,18.52,11.54,6.06
1981,51,5.28,5.82,2.03
1981,52,2.01,4.67,-0.67
1981,53,7.51,14.44,-0.32
1981,54,9.04,9.01,2.92
1981,55,0.86,4.95,0.30
1981,56,0.00,2.49,-1.79
1981,57,0.00,1.43,-2.75
1981,58,0.00,6.57,-5.11
1981,59,2.42,9.00,-4.03
1981,60,0.00,3.08,-0.86
1981,61,1.46,0.96,-2.80
1981,62,0.00,-1.19,-6.90
1981,63,0.00,2.83,-8.61
1981,64,2.17,0.26,-3.13
1981,65,2.30,0.70,-3.73
1981,66,0.00,-0.25,-7.51
1981,67,0.00,2.11,-4.66
1981,68,1.14,6.37,-1.37
1981,69,2.29,3.99,-1.06
1981,70,0.00,0.69,-1.67
1981,71,0.00,11.13,-5.54
1981,72,0.00,6.52,-2.98
1981,73,0.00,2.96,-7.14
1981,74,0.00,11.80,-4.78
1981,75,3.48,0.77,-7.00
1981,76,2.21,-0.24,-7.91
1981,77,2.22,-0.77,-11.85
1981,78,3.34,-2.24,-9.02
1981,79,12.07,0.06,-8.61
1981,80,0.00,3.44,-6.48
1981,81,0.00,6.35,-8.69
1981,82,0.00,7.36,-5.00
1981,83,0.00,8.31,-5.73
1981,84,0.00,8.92,-5.16
1981,85,7.84,12.13,-3.17
1981,86,0.00,9.43,-0.51
1981,87,0.00,17.07,-3.93
1981,88,3.21,22.85,3.49
1981,89,4.19,17.36,9.71
1981,90,0.00,21.06,6.77
1981,91,0.00,20.51,8.45
1981,92,0.00,15.97,2.76
1981,93,0.00,23.82,6.70
1981,94,13.88,23.22,12.68
1981,95,0.82,8.72,3.76
1981,96,0.00,7.54,-1.38
1981,97,0.00,16.32,-2.84
1981,98,2.45,23.75,4.37
1981,99,1.37,17.43,9.14
1981,100,0.00,19.56,0.79
1981,101,15.08,21.71,6.53
1981,102,4.69,13.19,5.25
1981,103,20.03,12.23,4.04
1981,104,14.11,15.64,6.06
1981,105,0.00,7.36,-2.20
1981,106,2.43,16.31,-4.03
1981,107,4.18,19.21,4.16
1981,108,0.00,15.24,6.95
1981,109,0.00,9.36,-2.49
1981,110,0.00,5.64,-0.50
1981,111,0.00,8.82,-6.47
1981,112,15.87,17.05,-1.31
1981,113,11.05,17.62,5.91
1981,114,13.32,7.25,3.66
1981,115,0.00,6.61,1.73
1981,116,4.76,12.84,-1.46
1981,117,9.08,16.17,0.08
1981,118,44.04,21.17,4.23
1981,119,9.81,13.11,6.24
1981,120,0.00,14.96,2.71
1981,121,0.00,11.66,1.67
1981,122,0.00,12.94,-0.13
1981,123,0.00,17.30,-0.97
1981,124,0.00,24.48,1.80
1981,125,12.44,25.22,6.24
1981,126,0.00,14.88,4.24
1981,127,0.00,12.58,-0.11
1981,128,0.00,20.06,-0.19
1981,129,0.00,20.81,4.93
1981,130,10.56,22.05,9.10
1981,131,7.31,16.59,10.81
1981,132,0.00,13.14,3.70
1981,133,0.00,15.68,0.96
1981,134,8.81,16.94,2.63
1981,135,8.40,15.17,5.49
1981,136,0.00,16.28,5.67
1981,137,0.00,14.20,2.07
1981,138,0.00,12.86,2.18
1981,139,0.00,16.21,3.28
1981,140,0.00,19.11,-0.95
1981,141,0.00,22.88,1.69
1981,142,0.00,25.32,6.19
1981,143,0.00,26.97,7.38
1981,144,0.00,27.87,10.87
1981,145,0.00,25.27,13.66
1981,146,1.11,24.86,11.55
1981,147,12.38,20.82,14.08
1981,148,7.91,21.46,13.96
1981,149,0.00,23.66,13.99
1981,150,1.67,21.65,13.67
1981,151,0.00,16.13,7.62
1981,152,0.00,22.13,2.03
1981,153,0.00,25.16,8.84
1981,154,17.10,26.28,15.75
1981,155,0.00,24.31,15.44
1981,156,0.00,28.43,12.26
1981,157,0.00,26.69,15.32
1981,158,0.00,23.00,9.81
1981,159,60.71,27.37,11.22
1981,160,22.39,22.88,14.72
1981,161,0.00,23.71,13.96
1981,162,0.00,24.16,8.73
1981,163,0.00,26.29,12.82
1981,164,11.82,25.15,13.27
1981,165,2.87,27.71,17.68
1981,166,0.00,31.62,21.65
1981,167,8.27,29.77,20.70
1981,168,0.00,22.30,13.97
1981,169,0.00,25.39,9.02
1981,170,0.00,27.93,12.49
1981,171,0.00,23.80,13.91
1981,172,26.86,26.11,15.52
1981,173,0.00,22.78,17.64
1981,174,0.00,21.80,11.42
1981,175,2.05,25.32,10.49
1981,176,2.30,24.87,14.30
1981,177,0.00,20.96,8.58
1981,178,0.00,22.77,6.24
1981,179,0.00,26.94,7.96
1981,180,0.00,30.51,13.63
1981,181,0.00,30.75,18.06
1981,182,0.00,27.42,17.38
1981,183,0.00,26.03,17.19
1981,184,0.00,27.61,16.65
1981,185,22.00,28.00,17.25
1981,186,14.31,26.90,16.48
1981,187,0.00,28.65,15.30
1981,188,0.00,30.64,14.32
1981,189,0.00,31.93,17.75
1981,190,0.00,31.71,20.10
1981,191,0.00,27.45,14.79
1981,192,0.00,28.93,11.43
1981,193,0.00,29.93,15.02
1981,194,0.00,28.84,18.18
1981,195,0.00,24.49,16.81
1981,196,0.00,25.59,10.58
1981,197,0.74,24.77,14.16
1981,198,0.00,27.83,11.86
1981,199,0.00,30.51,14.90
1981,200,5.23,28.42,17.81
1981,201,19.37,26.08,19.53
1981,202,9.15,24.22,18.80
1981,203,0.00,22.15,13.94
1981,204,0.00,23.54,8.34
1981,205,0.00,26.93,12.70
1981,206,16.63,28.42,15.03
1981,207,17.93,26.21,18.44
1981,208,6.75,23.86,15.67
1981,209,27.32,25.00,15.23
1981,210,6.99,20.00,13.88
1981,211,0.00,24.59,8.79
1981,212,0.00,27.55,10.28
1981,213,0.00,28.28,13.14
1981,214,0.00,28.44,15.00
1981,215,7.15,26.17,17.53
1981,216,0.00,28.44,18.46
1981,217,0.00,25.45,17.71
1981,218,0.00,26.75,14.71
1981,219,40.58,26.93,15.09
1981,220,19.26,25.48,15.57
1981,221,7.07,24.69,16.36
1981,222,5.63,27.92,16.03
1981,223,7.70,25.27,17.31
1981,224,0.00,26.33,14.09
1981,225,0.00,27.96,15.42
1981,226,12.06,27.81,17.54
1981,227,16.57,22.31,17.98
1981,228,1.73,20.40,14.81
1981,229,0.00,21.35,7.31
1981,230,0.00,23.72,6.87
1981,231,0.00,25.20,8.04
1981,232,0.00,25.79,10.01
1981,233,0.00,26.30,11.27
1981,234,0.00,26.10,12.56
1981,235,0.00,26.09,11.09
1981,236,0.00,23.75,13.46
1981,237,0.00,24.29,11.80
1981,238,0.00,26.73,11.88
1981,239,2.32,27.87,13.79
1981,240,2.66,27.24,14.78
1981,241,2.45,28.21,18.56
1981,242,1.32,25.43,18.07
1981,243,0.00,26.85,17.23
1981,244,31.92,29.24,17.84
1981,245,18.32,24.71,18.63
1981,246,13.51,23.19,19.54
1981,247,4.49,22.70,18.40
1981,248,2.84,22.62,16.82
1981,249,2.42,21.60,17.49
1981,250,5.76,23.90,13.92
1981,251,5.58,21.09,14.31
1981,252,0.00,18.29,10.64
1981,253,0.00,23.29,8.03
1981,254,0.00,27.45,12.21
1981,255,0.00,25.49,13.45
1981,256,0.00,28.27,10.94
1981,257,9.67,23.73,13.48
1981,258,0.00,19.26,12.26
1981,259,2.50,19.91,9.49
1981,260,0.00,16.07,10.00
1981,261,0.00,16.43,6.51
1981,262,6.52,19.29,5.26
1981,263,0.00,17.65,7.97
1981,264,5.67,16.35,4.34
1981,265,2.09,12.83,7.08
1981,266,0.00,14.10,4.78
1981,267,0.00,17.01,2.70
1981,268,0.00,18.80,5.08
1981,269,0.00,26.28,9.36
1981,270,1.10,21.65,12.90
1981,271,0.00,15.84,7.88
1981,272,0.00,13.87,2.85
1981,273,49.79,12.98,3.11
1981,274,22.78,19.18,6.47
1981,275,17.51,9.21,5.28
1981,276,1.35,9.24,4.35
1981,277,0.00,12.78,2.34
1981,278,8.22,20.05,5.92
1981,279,6.44,20.98,10.28
1981,280,4.33,9.64,6.28
1981,281,0.00,11.45,6.17
1981,282,0.00,13.34,0.41
1981,283,0.00,14.31,0.97
1981,284,0.00,15.65,3.05
1981,285,0.00,16.51,1.71
1981,286,0.00,18.47,0.45
1981,287,0.00,20.84,1.95
1981,288,2.07,16.89,6.14
1981,289,0.00,12.75,5.37
1981,290,4.00,16.01,-0.33
1981,291,10.15,16.18,-0.26
1981,292,2.43,5.55,0.34
1981,293,0.00,17.41,-1.65
1981,294,0.00,16.29,0.74
1981,295,11.44,12.15,5.35
1981,296,3.36,9.47,3.77
1981,297,0.00,6.72,-1.13
1981,298,7.07,14.86,-1.82
1981,299,4.70,15.15,2.79
1981,300,4.72,18.22,9.38
1981,301,0.00,13.06,7.61
1981,302,0.00,13.23,0.72
1981,303,0.00,17.92,2.08
1981,304,0.00,18.69,3.64
1981,305,0.00,18.15,4.96
1981,306,0.00,17.89,7.27
1981,307,0.00,16.80,0.63
1981,308,0.00,18.50,-1.07
1981,309,9.83,15.40,2.56
1981,310,14.39,10.49,3.98
1981,311,0.00,7.48,0.31
1981,312,0.00,16.30,-1.25
1981,313,0.00,11.52,2.46
1981,314,0.00,7.65,-3.75
1981,315,0.00,8.17,-1.95
1981,316,0.00,6.24,-0.23
1981,317,0.00,11.40,-5.04
1981,318,0.00,16.64,-3.13
1981,319,0.00,14.67,-2.11
1981,320,0.00,10.73,-1.29
1981,321,0.00,11.99,3.34
1981,322,0.00,7.77,3.87
1981,323,20.41,10.41,1.84
1981,324,15.24,8.91,2.30
1981,325,7.40,2.77,-0.49
1981,326,2.82,0.03,-2.15
1981,327,0.00,1.67,-3.42
1981,328,0.00,3.29,-5.82
1981,329,0.00,4.70,-2.86
1981,330,2.27,12.07,-3.31
1981,331,0.00,9.49,1.94
1981,332,0.00,3.60,1.70
1981,333,0.00,3.51,0.83
1981,334,8.55,5.66,-2.16
1981,335,5.53,8.29,-2.23
1981,336,1.29,5.29,0.50
1981,337,0.67,6.43,-0.88
1981,338,4.36,4.11,-2.67
1981,339,1.68,1.57,-1.44
1981,340,0.00,4.27,-1.54
1981,341,9.31,6.05,-2.00
1981,342,9.12,2.63,-1.73
1981,343,11.42,-3.12,-5.51
1981,344,4.87,-2.46,-6.31
1981,345,1.61,-0.49,-5.36
1981,346,0.00,-0.84,-4.60
1981,347,0.00,-0.10,-4.56
1981,348,0.00,0.87,-4.21
1981,349,0.00,1.04,-3.98
1981,350,2.14,-0.49,-2.98
1981,351,4.16,-2.88,-6.89
1981,352,2.09,-2.53,-10.88
1981,353,0.00,-4.49,-12.68
1981,354,0.00,-4.83,-9.29
1981,355,5.74,0.26,-13.35
1981,356,17.44,6.69,-8.40
1981,357,0.00,3.41,0.03
1981,358,0.00,2.48,-4.85
1981,359,0.00,3.36,-6.73
1981,360,0.00,2.93,-5.42
1981,361,2.38,2.46,-3.61
1981,362,4.48,1.59,-6.42
1981,363,1.55,-1.11,-5.76
1981,364,0.00,-0.51,-11.72
1981,365,2.55,3.95,-8.53
1982,1,0.00,1.84,-2.59
1982,2,0.00,3.35,-9.95
1982,3,6.63,7.06,-7.01
1982,4,2.38,10.93,-0.56
1982,5,0.00,3.82,-6.55
1982,6,7.27,6.52,-3.24
1982,7,3.64,-2.13,-5.45
1982,8,3.72,-4.17,-11.63
1982,9,4.48,-9.39,-14.38
1982,10,2.19,-16.80,-20.73
1982,11,0.92,-13.86,-23.13
1982,12,1.09,-9.42,-19.15
1982,13,1.87,-4.79,-14.50
1982,14,0.00,-5.99,-10.74
1982,15,2.12,-5.03,-13.97
1982,16,1.43,-5.81,-16.51
1982,17,0.00,-16.37,-27.35
1982,18,0.00,-9.99,-25.65
1982,19,0.00,-0.05,-16.50
1982,20,0.00,-1.25,-14.51
1982,21,0.00,-6.14,-11.75
1982,22,12.62,0.90,-17.77
1982,23,8.51,8.02,-12.89
1982,24,2.99,-10.01,-15.29
1982,25,0.00,-9.77,-15.84
1982,26,0.00,-7.94,-17.97
1982,27,0.00,1.21,-17.13
1982,28,0.00,4.92,-12.89
1982,29,11.14,1.64,-11.35
1982,30,14.79,4.17,-8.80
1982,31,28.05,4.27,-4.15
1982,32,0.00,-0.27,-11.06
1982,33,0.79,3.07,-12.42
1982,34,7.81,2.16,-4.98
1982,35,0.00,-4.07,-10.12
