Latitude: 41.58  Longitude: -81.48
X & Y on Lambert Conformal Conic: 1461191.43 65421.34
Tile: 11750
Elevation: 259 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,prcp (mm/day),tmax (deg c),tmin (deg c)
1980,76,0.00,17.98,-2.45
1980,77,6.98,13.43,2.09
1980,78,3.38,5.04,-2.23
1980,79,0.00,12.61,-2.82
1980,80,3.98,15.11,3.12
1980,81,18.60,11.77,0.39
1980,82,0.00,2.34,-4.15
1980,83,0.00,5.82,-6.53
1980,84,4.47,7.26,0.92
1980,85,1.96,2.33,-1.19
1980,86,0.00,3.12,-2.01
1980,87,0.00,11.70,-5.01
1980,88,3.46,11.25,-0.42
1980,89,4.61,6.99,1.48
1980,90,4.44,8.33,1.18
1980,91,2.26,9.36,2.10
1980,92,0.00,7.53,1.46
1980,93,0.00,9.45,2.65
1980,94,12.18,13.54,-1.77
1980,95,9.86,9.61,2.29
1980,96,0.00,12.15,0.22
1980,97,0.00,15.56,1.54
1980,98,0.26,17.53,4.15
1980,99,14.90,18.70,9.77
1980,100,8.32,15.81,6.45
1980,101,2.73,7.60,2.36
1980,102,0.00,13.71,2.34
1980,103,3.72,11.96,3.77
1980,104,0.00,7.56,0.05
1980,105,20.58,12.17,1.11
1980,106,4.26,6.41,1.37
1980,107,0.84,2.84,-2.53
1980,108,0.00,9.72,-5.51
1980,109,0.00,16.54,0.83
1980,110,0.00,20.78,2.32
1980,111,0.00,19.11,6.73
1980,112,0.00,17.57,0.56
1980,113,0.00,24.32,1.55
1980,114,0.00,18.71,6.30
1980,115,0.00,14.04,-0.54
1980,116,0.00,12.25,3.60
1980,117,0.00,14.37,0.54
1980,118,3.69,11.53,1.87
1980,119,0.00,12.66,5.05
1980,120,0.00,12.91,3.59
1980,121,0.00,13.16,1.50
1980,122,0.00,15.72,2.71
1980,123,0.00,18.56,5.00
1980,124,0.00,22.75,6.41
1980,125,0.00,24.23,5.19
1980,126,0.00,28.43,10.45
1980,127,0.00,21.18,9.01
1980,128,0.00,15.57,7.12
1980,129,0.00,11.21,0.67
1980,130,0.00,13.79,2.17
1980,131,4.61,20.65,1.04
1980,132,6.16,21.61,9.59
1980,133,9.53,18.66,10.20
1980,134,10.17,24.64,11.42
1980,135,8.38,16.06,6.38
1980,136,0.00,16.29,1.82
1980,137,0.00,18.13,2.66
1980,138,12.44,19.05,8.45
1980,139,8.02,22.30,11.45
1980,140,0.00,19.19,9.83
1980,141,0.00,20.55,7.79
1980,142,0.00,21.48,9.40
1980,143,0.00,26.10,7.10
1980,144,0.00,27.46,10.65
1980,145,1.78,24.21,15.40
1980,146,0.00,23.87,12.43
1980,147,0.00,20.02,7.45
1980,148,0.00,19.97,3.64
1980,149,0.00,26.39,9.67
1980,150,0.00,27.14,12.41
1980,151,8.33,27.82,16.23
1980,152,9.05,27.27,15.76
1980,153,5.25,23.28,9.62
1980,154,4.45,25.84,15.42
1980,155,0.00,24.70,14.83
1980,156,0.00,20.52,9.41
1980,157,13.02,22.57,5.88
1980,158,18.06,28.12,12.48
1980,159,21.17,27.37,13.44
1980,160,5.35,18.14,8.87
1980,161,9.79,16.84,7.75
1980,162,0.00,13.04,4.25
1980,163,0.00,16.80,2.92
1980,164,0.00,22.24,5.73
1980,165,0.00,25.91,7.83
1980,166,0.00,27.02,11.72
1980,167,15.22,24.43,11.59
1980,168,0.00,16.54,9.75
1980,169,0.00,20.08,2.91
1980,170,0.00,23.82,8.22
1980,171,7.92,26.94,12.19
1980,172,0.00,22.85,9.17
1980,173,0.00,23.77,8.86
1980,174,0.00,26.65,9.11
1980,175,0.00,29.48,12.50
1980,176,0.00,28.45,15.91
1980,177,0.00,29.30,14.33
1980,178,0.00,30.63,15.23
1980,179,0.00,27.59,17.80
1980,180,0.00,31.76,14.92
1980,181,0.00,29.50,19.31
1980,182,0.00,23.61,14.53
1980,183,0.00,26.68,11.62
1980,184,0.00,25.56,17.00
1980,185,0.00,24.84,10.74
1980,186,0.00,29.36,11.76
1980,187,14.25,27.80,17.47
1980,188,0.00,23.52,13.56
1980,189,28.13,26.36,8.65
1980,190,0.00,28.25,15.98
1980,191,1.53,26.71,11.05
1980,192,0.00,27.51,15.16
1980,193,0.00,31.12,15.06
1980,194,3.26,25.94,16.05
1980,195,0.00,25.33,10.89
1980,196,0.00,29.78,11.30
1980,197,0.50,35.24,17.37
1980,198,14.93,32.40,19.98
1980,199,0.00,29.29,18.40
1980,200,0.00,27.61,15.26
1980,201,0.00,33.21,18.39
1980,202,0.00,34.39,20.57
1980,203,5.50,33.51,22.73
1980,204,7.49,25.12,18.95
1980,205,0.00,24.51,15.77
1980,206,0.00,25.74,12.07
1980,207,0.00,28.40,12.51
1980,208,0.00,29.37,15.10
1980,209,17.42,29.80,17.90
1980,210,13.30,27.54,17.98
1980,211,8.22,27.33,17.40
1980,212,4.30,26.50,15.44
1980,213,1.05,29.05,15.33
1980,214,0.00,30.24,18.28
1980,215,40.23,28.16,18.08
1980,216,15.90,24.91,17.72
1980,217,0.00,28.91,13.90
1980,218,16.38,30.40,19.03
1980,219,0.00,29.28,19.34
1980,220,0.00,31.72,19.06
1980,221,5.20,32.85,21.03
1980,222,0.00,29.32,19.52
1980,223,11.18,26.71,18.12
1980,224,10.65,27.92,18.02
1980,225,10.44,24.86,16.90
1980,226,0.00,25.95,13.97
1980,227,2.42,27.83,17.76
1980,228,0.98,24.97,18.22
1980,229,0.00,22.21,12.88
1980,230,3.95,19.95,13.21
1980,231,0.00,27.84,14.75
1980,232,0.00,28.25,17.57
1980,233,8.14,28.63,18.61
1980,234,15.85,30.10,19.41
1980,235,7.53,24.73,18.82
1980,236,0.00,25.79,15.91
1980,237,0.00,27.46,13.67
1980,238,0.00,28.01,13.84
1980,239,0.00,28.71,15.56
1980,240,0.00,30.26,17.64
1980,241,0.00,30.49,17.28
1980,242,0.00,30.05,18.68
1980,243,0.00,28.67,19.61
1980,244,0.00,28.92,18.02
1980,245,6.76,31.00,21.68
1980,246,5.73,28.23,19.70
1980,247,0.00,27.17,14.30
1980,248,3.79,28.33,14.20
1980,249,0.00,26.86,16.40
1980,250,0.00,26.30,14.49
1980,251,0.00,25.68,10.42
1980,252,0.00,27.08,10.66
1980,253,3.51,25.51,13.84
1980,254,0.00,21.37,10.82
1980,255,0.00,23.43,9.00
1980,256,0.00,25.14,11.89
1980,257,13.14,28.89,15.76
1980,258,13.37,25.94,17.20
1980,259,0.00,19.07,13.74
1980,260,0.00,21.76,12.62
1980,261,4.40,20.17,12.59
1980,262,0.00,19.58,8.50
1980,263,0.00,24.94,9.06
1980,264,0.00,28.70,13.66
1980,265,0.00,30.62,16.75
1980,266,8.96,29.54,19.54
1980,267,0.00,21.87,12.06
1980,268,0.00,19.42,6.11
1980,269,1.97,21.25,8.61
1980,270,0.00,16.49,9.00
1980,271,0.00,18.09,4.23
1980,272,0.00,19.73,6.55
1980,273,0.00,22.76,4.91
1980,274,0.00,24.64,7.89
1980,275,7.87,25.27,10.46
1980,276,5.03,20.38,10.05
1980,277,5.09,17.90,6.18
1980,278,6.84,11.63,3.58
1980,279,0.90,9.68,2.65
1980,280,0.00,13.93,4.80
1980,281,0.00,17.37,4.23
1980,282,0.00,24.77,6.36
1980,283,0.00,18.81,5.17
1980,284,0.00,20.95,1.29
1980,285,12.18,16.16,3.93
1980,286,9.76,8.43,4.85
1980,287,2.43,8.65,2.22
1980,288,1.35,10.64,-0.63
1980,289,2.42,18.18,3.59
1980,290,0.00,22.48,8.39
1980,291,4.09,22.34,11.94
1980,292,7.05,17.85,10.26
1980,293,5.44,12.42,5.73
1980,294,0.00,10.67,4.53
1980,295,0.00,13.61,5.05
1980,296,0.00,11.28,1.86
1980,297,0.00,12.92,0.31
1980,298,7.36,16.90,2.22
1980,299,12.43,10.27,2.38
1980,300,2.32,4.07,1.44
1980,301,1.62,6.46,-0.51
1980,302,5.47,5.41,-0.01
1980,303,0.00,7.23,-2.63
1980,304,0.00,10.06,-3.17
1980,305,0.00,13.65,1.31
1980,306,0.00,8.87,1.24
1980,307,0.00,8.99,-0.17
1980,308,0.00,18.77,-0.15
1980,309,2.44,14.28,5.66
1980,310,0.00,8.23,0.04
1980,311,0.00,11.33,-2.85
1980,312,3.31,17.99,4.19
1980,313,2.39,14.48,3.73
1980,314,0.00,18.55,2.60
1980,315,0.00,7.38,0.46
1980,316,0.00,2.45,-0.54
1980,317,0.00,6.73,-0.79
1980,318,0.00,16.76,0.90
1980,319,5.52,11.50,3.35
1980,320,0.00,4.96,1.69
1980,321,0.00,4.26,-3.10
1980,322,3.79,0.93,-4.97
1980,323,0.00,3.28,-2.36
1980,324,0.00,4.54,-1.79
1980,325,0.00,6.96,-4.46
1980,326,0.00,5.07,-1.95
1980,327,0.00,9.45,-3.70
1980,328,1.35,7.85,-0.46
1980,329,7.98,6.42,2.87
1980,330,0.77,2.95,-2.23
1980,331,0.00,4.40,-6.90
1980,332,5.24,3.35,-4.05
1980,333,3.36,3.14,-1.03
1980,334,2.80,2.47,-1.83
1980,335,0.00,8.80,-0.82
1980,336,2.31,11.05,3.49
1980,337,6.30,11.48,0.96
1980,338,0.00,-1.11,-6.80
1980,339,0.00,1.16,-8.60
1980,340,0.00,4.02,-2.94
1980,341,0.00,11.05,0.98
1980,342,3.85,14.22,5.49
1980,343,6.81,16.18,6.65
1980,344,2.03,6.61,0.81
1980,345,1.54,1.49,-1.66
1980,346,0.68,-0.41,-9.32
1980,347,0.00,7.68,-7.71
1980,348,0.00,4.40,-4.22
1980,349,0.00,0.09,-7.11
1980,350,1.54,-1.08,-11.41
1980,351,0.00,-0.43,-5.71
1980,352,0.00,0.16,-9.57
1980,353,3.71,2.69,-6.34
1980,354,2.46,-3.78,-11.74
1980,355,1.82,-8.44,-14.31
1980,356,0.00,-6.58,-13.54
1980,357,0.00,-1.74,-13.98
1980,358,0.00,4.12,-7.24
1980,359,7.07,1.33,-7.35
1980,360,2.04,-8.16,-15.73
1980,361,0.00,-4.91,-14.31
1980,362,0.00,-0.62,-9.77
1980,363,0.00,5.37,-14.56
1980,364,7.11,2.29,-7.52
1980,365,0.00,-0.22,-3.62
1981,1,3.48,-0.87,-6.36
1981,2,1.91,-4.34,-9.41
1981,3,1.70,-7.32,-13.00
1981,4,0.69,-12.34,-18.43
1981,5,0.00,-8.13,-17.95
1981,6,6.45,-2.91,-13.99
1981,7,2.69,-6.45,-13.02
1981,8,0.00,-7.98,-19.54
1981,9,0.00,-7.78,-22.24
1981,10,1.20,-8.41,-18.75
1981,11,2.16,-11.25,-17.44
1981,12,0.28,-6.84,-19.88
1981,13,0.00,-4.92,-14.25
1981,14,0.00,-1.42,-11.27
1981,15,0.00,-1.10,-5.81
1981,16,2.59,-4.11,-8.05
1981,17,1.56,-5.60,-12.40
1981,18,0.00,-1.17,-11.41
1981,19,0.00,4.01,-9.72
1981,20,0.00,4.60,-4.75
1981,21,0.00,1.33,-3.59
1981,22,0.00,-0.32,-4.86
1981,23,0.00,0.64,-2.53
1981,24,0.00,3.32,-3.36
1981,25,0.00,8.60,-8.33
1981,26,0.00,10.10,-1.43
1981,27,0.00,2.58,-0.44
1981,28,1.40,0.83,-3.53
1981,29,1.44,-2.26,-6.83
1981,30,0.00,-4.01,-13.76
1981,31,0.00,-0.76,-18.14
1981,32,11.14,3.87,-9.21
1981,33,1.43,-1.21,-7.69
1981,34,3.92,-9.99,-16.73
1981,35,0.22,-9.50,-15.44
1981,36,0.00,-5.63,-18.59
1981,37,2.04,-0.22,-11.52
1981,38,0.00,4.17,-11.31
1981,39,1.75,0.04,-8.22
1981,40,0.00,-0.98,-10.12
1981,41,8.64,6.14,-7.92
1981,42,5.74,7.11,-8.12
1981,43,0.00,-8.73,-19.31
1981,44,0.00,-0.55,-18.08
1981,45,0.00,6.33,-12.12
1981,46,0.00,11.35,-5.10
1981,47,3.77,8.45,-0.28
1981,48,0.00,10.12,4.06
1981,49,15.70,15.31,4.93
1981,50,19.40,13.14,6.46
1981,51,6.45,6.95,1.46
1981,52,0.00,3.90,-0.03
1981,53,0.00,14.85,0.11
1981,54,4.80,10.91,2.95
1981,55,0.19,6.19,0.96
1981,56,0.00,3.57,-1.34
1981,57,0.00,1.99,-2.09
1981,58,0.00,7.48,-3.50
1981,59,2.72,8.99,-0.41
1981,60,0.00,3.64,0.38
1981,61,0.67,2.17,-2.34
1981,62,0.00,0.43,-6.15
1981,63,1.32,2.57,-6.12
1981,64,1.95,1.00,-1.21
1981,65,1.42,1.32,-3.02
1981,66,0.00,0.09,-5.91
1981,67,0.00,2.77,-3.21
1981,68,0.00,6.42,-0.82
1981,69,1.34,5.70,0.00
1981,70,1.01,2.25,-1.70
1981,71,0.61,12.13,-4.34
1981,72,0.41,8.17,-1.49
1981,73,0.00,3.26,-6.03
1981,74,3.07,13.05,-2.17
1981,75,3.74,5.27,-6.26
1981,76,1.52,0.41,-6.42
1981,77,1.51,-0.29,-11.29
1981,78,2.48,-1.73,-7.18
1981,79,7.68,0.69,-6.57
1981,80,0.00,4.06,-3.22
1981,81,0.00,6.39,-7.92
1981,82,0.00,7.75,-2.07
1981,83,0.00,8.93,-4.90
1981,84,0.00,8.49,-4.47
1981,85,5.60,13.74,-1.58
1981,86,0.00,9.97,1.03
1981,87,0.00,17.78,-3.42
1981,88,0.00,23.79,7.23
1981,89,2.87,19.36,10.58
1981,90,0.00,22.25,6.74
1981,91,0.00,20.83,9.98
1981,92,0.00,17.28,3.59
1981,93,0.00,24.39,9.30
1981,94,10.95,23.29,13.63
1981,95,0.00,11.44,2.88
1981,96,0.00,8.28,-0.53
1981,97,0.00,17.03,-1.75
1981,98,0.00,23.86,7.27
1981,99,1.10,18.89,8.01
1981,100,0.00,20.34,1.81
1981,101,14.21,22.46,10.18
1981,102,5.46,14.86,4.31
1981,103,11.91,14.05,3.70
1981,104,15.92,17.53,6.91
1981,105,0.00,7.75,-1.37
1981,106,0.00,16.92,-2.46
1981,107,5.67,21.05,8.21
1981,108,0.00,16.62,7.22
1981,109,0.00,10.47,-0.03
1981,110,0.00,6.52,0.20
1981,111,0.00,8.57,-5.58
1981,112,12.84,16.76,1.98
1981,113,10.25,18.84,8.20
1981,114,5.34,10.19,4.08
1981,115,0.00,8.34,2.48
1981,116,0.00,13.06,-0.65
1981,117,0.00,16.45,2.42
1981,118,19.97,23.55,7.91
1981,119,10.90,15.46,6.85
1981,120,0.00,14.75,4.99
1981,121,0.00,12.67,3.41
1981,122,0.00,12.07,0.83
1981,123,0.00,18.05,-0.20
1981,124,0.00,25.06,4.91
1981,125,12.53,24.37,9.36
1981,126,8.78,14.05,4.54
1981,127,0.00,12.59,1.20
1981,128,0.00,21.02,1.28
1981,129,0.00,20.06,7.41
1981,130,6.88,20.94,11.33
1981,131,11.15,15.47,9.66
1981,132,1.07,14.38,4.58
1981,133,0.00,15.64,2.60
1981,134,4.88,14.71,5.83
1981,135,3.31,14.21,6.69
1981,136,3.15,17.49,6.69
1981,137,0.00,15.85,3.67
1981,138,0.00,13.20,3.67
1981,139,0.00,15.75,5.59
1981,140,0.00,19.09,0.31
1981,141,0.00,23.64,3.70
1981,142,0.00,25.42,8.10
1981,143,0.00,26.92,9.26
1981,144,0.00,28.21,13.17
1981,145,0.00,25.76,14.66
1981,146,0.00,25.90,12.17
1981,147,6.92,21.85,15.09
1981,148,5.61,19.50,13.39
1981,149,0.00,24.68,13.72
1981,150,2.12,21.77,13.92
1981,151,0.00,16.47,7.52
1981,152,0.00,21.84,3.43
1981,153,0.00,26.05,12.34
1981,154,8.33,26.99,16.95
1981,155,0.00,24.97,16.05
1981,156,0.00,28.51,13.01
1981,157,0.00,26.89,17.93
1981,158,0.00,23.99,10.32
1981,159,30.23,28.57,13.75
1981,160,35.90,23.92,14.91
1981,161,7.93,24.13,14.31
1981,162,0.00,24.71,10.12
1981,163,0.00,26.52,13.67
1981,164,14.34,24.96,15.52
1981,165,4.66,29.20,19.47
1981,166,0.00,31.54,22.64
1981,167,11.58,30.41,19.50
1981,168,0.00,22.49,13.79
1981,169,0.00,26.11,10.25
1981,170,0.00,27.58,14.37
1981,171,0.00,24.40,13.94
1981,172,23.14,26.27,17.20
1981,173,29.50,23.54,17.43
1981,174,0.00,22.38,12.95
1981,175,4.83,26.10,11.82
1981,176,8.63,25.71,16.86
1981,177,0.00,21.47,9.36
1981,178,0.00,22.57,6.44
1981,179,0.00,27.33,9.09
1981,180,0.00,31.11,16.16
1981,181,0.00,30.59,19.87
1981,182,0.00,28.28,18.68
1981,183,0.00,26.91,18.49
1981,184,0.00,28.25,17.29
1981,185,3.96,28.42,17.56
1981,186,2.63,27.71,17.76
1981,187,0.00,29.33,16.22
1981,188,0.00,31.22,15.36
1981,189,0.00,32.18,19.40
1981,190,6.05,32.51,22.16
1981,191,5.23,27.84,16.03
1981,192,0.00,29.38,12.66
1981,193,1.91,30.54,16.46
1981,194,0.00,29.45,19.84
1981,195,0.00,26.07,17.10
1981,196,0.00,25.76,12.78
1981,197,1.54,25.52,16.32
1981,198,0.00,28.02,12.76
1981,199,0.00,31.29,15.58
1981,200,6.33,28.61,19.55
1981,201,19.69,26.69,20.12
1981,202,17.87,24.32,18.58
1981,203,0.00,22.15,13.39
1981,204,0.00,23.62,9.33
1981,205,0.00,26.76,13.66
1981,206,0.00,28.83,14.89
1981,207,10.19,26.58,19.15
1981,208,5.42,24.04,16.32
1981,209,23.16,26.20,16.21
1981,210,0.00,21.80,14.29
1981,211,0.00,24.73,9.67
1981,212,0.00,27.74,11.44
1981,213,0.00,28.48,13.74
1981,214,0.00,28.62,16.22
1981,215,3.22,26.67,18.71
1981,216,0.00,28.50,18.99
1981,217,0.00,25.97,18.06
1981,218,0.00,26.35,16.20
1981,219,20.68,27.81,16.04
1981,220,18.13,25.64,16.89
1981,221,0.00,25.87,17.18
1981,222,5.82,28.15,16.48
1981,223,6.57,25.65,17.62
1981,224,0.00,26.40,14.11
1981,225,0.00,28.53,16.88
1981,226,0.00,27.79,18.75
1981,227,14.18,24.35,17.66
1981,228,5.34,21.48,15.14
1981,229,0.00,21.31,8.39
1981,230,0.00,23.70,7.30
1981,231,0.00,25.71,9.80
1981,232,0.00,26.13,11.38
1981,233,0.00,26.62,12.85
1981,234,0.00,26.73,14.43
1981,235,0.00,26.88,11.91
1981,236,0.00,24.70,15.34
1981,237,0.00,24.35,11.77
1981,238,0.00,26.81,11.64
1981,239,0.30,28.25,14.20
1981,240,4.34,28.29,16.72
1981,241,0.89,28.33,19.17
1981,242,3.82,26.61,18.16
1981,243,0.00,27.18,17.68
1981,244,19.18,29.76,19.08
1981,245,22.81,25.01,19.55
1981,246,16.68,23.07,19.69
1981,247,7.98,22.91,16.99
1981,248,3.52,21.66,16.56
1981,249,1.94,21.60,16.88
1981,250,0.00,23.42,14.15
1981,251,7.74,21.10,15.37
1981,252,0.00,18.82,10.90
1981,253,0.00,25.00,9.53
1981,254,0.00,28.53,15.34
1981,255,0.00,26.28,16.19
1981,256,0.00,28.76,14.81
1981,257,13.36,24.57,15.58
1981,258,0.00,20.27,12.69
1981,259,2.77,20.35,10.02
1981,260,9.82,16.68,10.02
1981,261,10.89,16.29,7.22
1981,262,3.36,20.22,6.98
1981,263,4.45,18.58,9.25
1981,264,0.00,18.51,5.42
1981,265,4.56,15.04,8.77
1981,266,0.00,14.76,6.34
1981,267,0.00,17.30,2.96
1981,268,0.00,19.89,6.28
1981,269,0.00,26.71,11.26
1981,270,2.36,23.05,13.96
1981,271,0.00,16.32,8.44
1981,272,0.00,14.48,3.78
1981,273,20.49,14.62,6.70
1981,274,26.50,20.05,8.70
1981,275,11.29,11.85,5.39
1981,276,0.00,9.11,4.37
1981,277,0.00,14.30,1.54
1981,278,0.00,20.29,9.03
1981,279,7.21,21.33,10.49
1981,280,0.00,11.15,6.83
1981,281,0.00,11.75,5.96
1981,282,0.00,13.72,0.82
1981,283,0.00,13.99,2.50
1981,284,0.00,15.81,3.81
1981,285,0.00,16.67,2.62
1981,286,0.00,18.78,1.71
1981,287,0.00,19.94,2.61
1981,288,0.00,17.28,7.86
1981,289,2.82,13.68,4.35
1981,290,0.00,16.98,-0.01
1981,291,7.59,16.04,3.24
1981,292,7.08,6.75,1.23
1981,293,0.00,18.48,-0.69
1981,294,0.00,17.11,3.99
1981,295,7.99,12.10,6.70
1981,296,7.65,9.40,2.92
1981,297,0.00,6.88,-1.51
1981,298,0.00,14.38,-3.08
1981,299,6.27,14.75,4.72
1981,300,2.69,17.43,10.00
1981,301,0.00,13.41,6.75
1981,302,0.00,13.25,2.56
1981,303,0.00,18.93,3.04
1981,304,0.00,19.65,4.65
1981,305,0.00,19.24,6.05
1981,306,0.00,17.93,9.16
1981,307,0.00,16.41,1.78
1981,308,0.00,18.69,0.03
1981,309,8.42,17.95,5.01
1981,310,11.97,10.96,4.00
1981,311,0.00,7.28,0.91
1981,312,0.00,16.78,-0.18
1981,313,0.00,14.22,3.63
1981,314,0.00,8.00,-2.44
1981,315,0.00,9.58,-1.24
1981,316,0.00,6.28,0.37
1981,317,0.00,11.70,-4.10
1981,318,0.00,16.79,-2.40
1981,319,0.00,14.58,-1.61
1981,320,0.00,12.26,-2.14
1981,321,0.00,12.47,0.74
1981,322,0.00,8.77,4.88
1981,323,13.47,10.22,1.60
1981,324,19.27,9.03,2.00
1981,325,3.63,1.47,-0.65
1981,326,0.06,0.05,-1.91
1981,327,0.00,2.22,-3.51
1981,328,0.00,3.87,-4.45
1981,329,0.00,4.56,-0.32
1981,330,1.45,12.45,-2.14
1981,331,0.00,10.88,1.43
1981,332,0.00,3.20,1.92
1981,333,0.00,3.04,0.50
1981,334,0.00,5.39,-1.99
1981,335,6.09,11.16,-1.11
1981,336,0.00,7.26,1.35
1981,337,0.00,6.84,-1.06
1981,338,6.36,4.41,-1.52
1981,339,0.00,2.78,-1.17
1981,340,0.00,4.40,-1.39
1981,341,5.09,6.97,-0.49
1981,342,7.61,4.76,-1.16
1981,343,14.35,-2.27,-4.58
1981,344,3.10,-2.26,-4.78
1981,345,0.28,-0.35,-4.32
1981,346,0.00,0.07,-2.69
1981,347,0.00,1.04,-2.92
1981,348,0.00,1.32,-2.87
1981,349,0.00,1.29,-2.72
1981,350,3.77,0.75,-3.31
1981,351,6.69,-1.91,-6.22
1981,352,5.89,-2.16,-9.06
1981,353,2.57,-4.91,-10.11
1981,354,1.53,-4.86,-9.44
1981,355,5.60,0.23,-11.96
1981,356,9.07,5.37,-5.29
1981,357,15.08,3.81,-0.23
1981,358,0.00,2.65,-5.31
1981,359,0.00,3.70,-6.03
1981,360,0.00,3.47,-3.35
1981,361,2.68,2.37,-2.74
1981,362,5.38,1.09,-4.88
1981,363,2.09,-0.52,-5.35
1981,364,0.00,-0.70,-11.11
1981,365,2.79,4.28,-6.70
1982,1,0.00,2.76,-2.85
1982,2,0.00,3.70,-9.66
1982,3,3.46,6.90,-3.67
1982,4,5.44,12.44,-1.41
1982,5,0.00,3.54,-5.80
1982,6,4.74,7.37,-1.93
1982,7,3.27,-0.82,-6.74
1982,8,0.00,-3.86,-12.47
1982,9,4.58,-7.31,-15.47
1982,10,2.85,-15.80,-21.21
1982,11,0.97,-14.11,-22.93
1982,12,1.49,-8.33,-17.31
1982,13,3.10,-4.40,-12.28
1982,14,0.00,-5.82,-11.98
1982,15,0.00,-5.80,-15.28
1982,16,2.58,-5.78,-19.09
1982,17,1.25,-17.10,-26.81
1982,18,1.08,-9.37,-23.35
1982,19,0.00,1.49,-14.50
1982,20,0.00,-0.76,-12.16
1982,21,0.00,-4.74,-10.68
1982,22,6.51,1.12,-15.78
1982,23,9.63,8.40,-10.25
1982,24,0.00,-7.27,-14.57
1982,25,1.68,-8.98,-14.84
1982,26,0.00,-7.40,-17.45
1982,27,0.00,0.53,-17.26
1982,28,0.00,5.32,-10.11
1982,29,0.00,2.13,-10.86
1982,30,18.87,4.75,-7.68
1982,31,18.72,3.68,-4.63
1982,32,0.00,0.38,-10.99
1982,33,0.00,3.57,-11.61
1982,34,9.74,2.70,-4.81
1982,35,0.00,-3.65,-10.26
1982,36,1.19,-1.69,-13.54
1982,37,0.00,-6.24,-13.29
