Latitude: 41.03  Longitude: -83.67
X & Y on Lambert Conformal Conic: 1302105.46 -27870.52
Tile: 11749
Elevation: 236 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 

year,yday,prcp (mm/day),tmax (deg c),tmin (deg c)
1980,42,0.00,-1.34,-9.99
1980,43,0.00,-3.08,-14.19
1980,44,0.00,0.40,-13.22
1980,45,0.00,1.35,-5.29
1980,46,7.47,-0.52,-4.03
1980,47,0.19,-3.95,-11.18
1980,48,0.00,-9.02,-16.94
1980,49,0.00,-0.45,-15.77
1980,50,0.00,6.33,-5.73
1980,51,0.00,4.21,0.78
1980,52,8.92,5.46,0.37
1980,53,4.78,6.95,1.47
1980,54,0.00,3.47,0.83
1980,55,0.00,2.13,-1.21
1980,56,6.00,0.94,-5.92
1980,57,0.00,-4.13,-14.40
1980,58,1.29,-0.67,-8.95
1980,59,1.81,-2.46,-8.27
1980,60,0.00,-7.49,-16.34
1980,61,0.00,-7.77,-15.40
1980,62,0.00,-5.86,-19.32
1980,63,0.00,-1.79,-15.16
1980,64,2.21,5.35,-8.71
1980,65,2.78,3.19,-4.14
1980,66,0.00,1.11,-8.14
1980,67,17.52,2.97,-4.29
1980,68,4.44,1.45,-1.27
1980,69,0.00,4.50,-3.06
1980,70,0.00,10.63,-2.48
1980,71,0.00,1.14,-7.38
1980,72,0.00,-0.57,-10.51
1980,73,2.08,2.73,-5.29
1980,74,0.00,3.61,-2.80
1980,75,0.00,10.10,-3.85
1980,76,0.00,14.47,0.23
1980,77,9.80,12.01,1.93
1980,78,0.00,6.27,-4.15
1980,79,0.00,11.55,-0.90
1980,80,15.65,12.24,3.44
1980,81,25.24,8.39,0.07
1980,82,0.00,6.23,-2.44
1980,83,0.00,8.50,-2.13
1980,84,10.82,8.00,1.74
1980,85,0.00,3.06,-0.27
1980,86,0.00,4.29,-2.07
1980,87,0.00,12.19,-3.02
1980,88,8.13,9.08,1.49
1980,89,5.77,6.76,3.49
1980,90,9.85,7.42,2.77
1980,91,0.65,9.14,3.73
1980,92,0.00,8.43,3.78
1980,93,0.73,10.53,3.57
1980,94,12.07,13.77,1.37
1980,95,0.70,9.00,1.98
1980,96,0.00,13.64,0.60
1980,97,0.00,16.47,2.80
1980,98,1.11,16.37,6.38
1980,99,9.18,19.89,8.96
1980,100,3.02,11.38,4.08
1980,101,0.00,6.32,1.67
1980,102,4.03,15.78,1.83
1980,103,3.93,11.91,3.16
1980,104,6.15,9.18,-1.08
1980,105,13.27,9.72,0.50
1980,106,2.27,5.69,0.50
1980,107,0.00,8.02,-1.49
1980,108,0.00,12.92,-1.08
1980,109,0.00,20.16,1.66
1980,110,0.00,22.02,5.23
1980,111,0.00,23.01,9.03
1980,112,0.00,19.86,3.33
1980,113,0.00,28.17,8.04
1980,114,0.00,21.30,9.74
1980,115,0.00,15.59,2.83
1980,116,0.00,13.09,1.71
1980,117,0.00,16.03,1.47
1980,118,12.17,13.13,4.50
1980,119,2.69,11.56,4.93
1980,120,0.00,15.96,2.12
1980,121,0.00,15.12,4.02
1980,122,0.00,19.50,3.53
1980,123,0.00,20.42,6.32
1980,124,0.00,25.93,7.26
1980,125,0.00,27.51,8.36
1980,126,0.00,29.18,11.50
1980,127,0.00,23.56,10.88
1980,128,0.00,17.47,5.07
1980,129,0.00,11.20,0.19
1980,130,0.00,16.64,0.93
1980,131,3.84,20.96,4.06
1980,132,4.43,23.24,11.13
1980,133,9.04,18.99,9.81
1980,134,1.92,26.37,11.71
1980,135,0.00,17.90,7.45
1980,136,0.00,19.21,4.10
1980,137,5.14,19.75,5.53
1980,138,31.61,17.63,10.30
1980,139,3.11,22.36,12.17
1980,140,0.00,20.12,12.57
1980,141,0.00,20.25,9.64
1980,142,0.00,23.93,10.45
1980,143,0.00,27.06,10.61
1980,144,5.46,24.33,13.83
1980,145,12.06,25.45,15.29
1980,146,0.00,24.69,14.31
1980,147,0.00,21.86,8.31
1980,148,0.00,24.76,6.03
1980,149,0.00,29.05,10.54
1980,150,1.87,30.52,15.11
1980,151,19.65,28.49,17.57
1980,152,0.00,25.95,17.43
1980,153,31.15,25.55,13.47
1980,154,30.54,25.52,16.06
1980,155,0.00,24.70,17.42
1980,156,0.00,22.74,11.82
1980,157,0.00,23.92,9.34
1980,158,0.00,30.23,15.58
1980,159,13.09,29.00,19.42
1980,160,0.00,21.24,10.77
1980,161,0.00,20.44,11.08
1980,162,0.00,16.78,6.48
1980,163,0.00,20.15,4.89
1980,164,0.00,24.85,7.50
1980,165,0.00,27.67,11.10
1980,166,0.00,29.66,15.61
1980,167,28.49,24.87,13.58
1980,168,0.00,18.89,7.85
1980,169,0.00,22.17,7.54
1980,170,0.00,25.59,9.98
1980,171,8.37,27.06,11.78
1980,172,0.00,23.36,7.73
1980,173,0.00,25.61,9.70
1980,174,0.00,28.56,12.31
1980,175,1.68,30.48,15.22
1980,176,5.48,27.67,18.25
1980,177,0.00,29.23,16.20
1980,178,0.00,32.43,18.08
1980,179,0.00,30.45,20.57
1980,180,1.12,32.19,19.13
1980,181,0.00,31.45,18.57
1980,182,0.00,23.94,13.40
1980,183,3.28,27.53,12.38
1980,184,0.00,27.92,18.10
1980,185,0.00,28.85,15.58
1980,186,15.79,28.29,18.55
1980,187,14.47,29.83,18.91
1980,188,0.00,25.27,14.55
1980,189,1.50,26.86,11.72
1980,190,0.00,32.40,20.27
1980,191,15.42,26.70,17.34
1980,192,0.00,30.40,19.40
1980,193,0.00,31.96,18.32
1980,194,22.76,26.75,19.20
1980,195,0.00,28.37,16.12
1980,196,0.00,31.53,15.46
1980,197,0.00,37.05,21.42
1980,198,1.85,34.14,22.71
1980,199,0.00,30.46,19.90
1980,200,0.00,29.43,16.44
1980,201,1.21,33.99,20.47
1980,202,0.00,36.14,22.78
1980,203,7.75,31.51,21.32
1980,204,19.32,27.00,18.88
1980,205,0.00,26.39,15.87
1980,206,0.00,27.42,13.84
1980,207,0.00,28.98,14.37
1980,208,0.00,30.23,16.35
1980,209,5.83,26.52,19.16
1980,210,10.24,23.93,18.74
1980,211,0.00,28.54,15.62
1980,212,0.00,27.20,15.27
1980,213,0.00,33.47,17.79
1980,214,0.00,31.43,20.14
1980,215,5.64,29.29,21.43
1980,216,0.00,28.02,19.35
1980,217,0.00,30.69,16.36
1980,218,1.56,30.22,20.44
1980,219,0.00,31.37,19.80
1980,220,0.00,33.54,19.27
1980,221,12.62,33.94,21.81
1980,222,1.74,30.90,21.25
1980,223,9.36,30.77,20.99
1980,224,19.70,27.69,19.77
1980,225,0.00,26.71,16.28
1980,226,10.45,27.59,13.95
1980,227,10.13,28.25,17.46
1980,228,6.03,25.60,18.19
1980,229,0.00,22.62,13.93
1980,230,10.51,20.47,15.02
1980,231,1.40,28.36,16.91
1980,232,0.00,29.11,18.57
1980,233,16.58,29.81,20.28
1980,234,14.45,30.47,21.26
1980,235,0.00,27.59,17.10
1980,236,0.00,26.35,14.52
1980,237,0.00,28.32,14.18
1980,238,0.00,29.03,15.42
1980,239,0.00,30.00,17.12
1980,240,0.00,31.03,18.42
1980,241,0.00,32.36,18.53
1980,242,0.00,31.28,19.99
1980,243,10.56,28.81,19.89
1980,244,21.55,28.56,19.29
1980,245,0.00,30.84,20.94
1980,246,3.62,27.13,18.71
1980,247,0.00,27.73,12.94
1980,248,12.82,27.85,15.61
1980,249,0.00,27.71,16.97
1980,250,0.00,28.05,15.81
1980,251,0.00,25.16,13.88
1980,252,0.00,28.78,14.31
1980,253,2.09,26.83,15.58
1980,254,0.00,22.49,9.30
1980,255,0.00,24.22,8.74
1980,256,0.00,25.96,10.88
1980,257,0.00,30.77,16.72
1980,258,0.00,28.05,17.34
1980,259,0.00,19.72,14.00
1980,260,8.45,22.00,12.40
1980,261,6.31,18.90,10.87
1980,262,0.00,22.08,5.57
1980,263,0.00,26.70,9.12
1980,264,0.00,30.44,14.68
1980,265,0.00,32.23,19.22
1980,266,9.79,31.94,19.28
1980,267,0.00,21.84,11.27
1980,268,0.00,21.37,7.14
1980,269,3.59,22.61,10.47
1980,270,0.00,17.46,6.84
1980,271,0.00,20.57,2.19
1980,272,0.00,22.28,7.00
1980,273,0.00,25.12,8.44
1980,274,0.00,26.18,9.10
1980,275,6.74,26.29,12.05
1980,276,4.09,20.54,10.74
1980,277,1.77,14.99,5.42
1980,278,0.00,11.34,2.35
1980,279,0.00,9.86,-0.69
1980,280,0.00,15.55,-0.42
1980,281,0.00,20.61,2.88
1980,282,0.00,27.25,7.18
1980,283,0.00,19.56,6.19
1980,284,0.00,23.63,1.93
1980,285,0.00,15.00,5.73
1980,286,0.00,9.52,3.54
1980,287,0.00,12.84,-1.90
1980,288,0.74,14.93,1.99
1980,289,0.00,22.98,5.95
1980,290,0.00,24.55,9.61
1980,291,7.39,20.59,13.76
1980,292,0.00,16.58,8.01
1980,293,0.00,10.64,3.55
1980,294,0.00,13.17,3.81
1980,295,0.00,16.12,5.27
1980,296,0.00,13.15,0.73
1980,297,0.00,14.92,1.23
1980,298,9.51,17.17,1.98
1980,299,1.15,9.70,2.11
1980,300,0.00,3.80,0.77
1980,301,7.49,6.07,-2.20
1980,302,3.77,5.91,-1.55
1980,303,0.00,8.22,-4.39
1980,304,0.00,9.98,-4.03
1980,305,0.00,14.55,0.34
1980,306,0.00,9.92,0.56
1980,307,0.00,10.57,-3.47
1980,308,0.62,20.61,1.86
1980,309,0.00,13.53,4.76
1980,310,0.00,10.01,-1.12
1980,311,0.00,13.72,-2.84
1980,312,0.64,18.90,6.26
1980,313,0.00,13.50,4.17
1980,314,0.00,18.53,5.83
1980,315,0.00,9.57,-0.70
1980,316,0.00,4.12,-5.64
1980,317,0.00,5.99,-7.23
1980,318,0.00,17.51,-0.95
1980,319,3.50,11.98,3.68
1980,320,0.00,4.57,0.91
1980,321,0.00,4.95,-2.31
1980,322,5.83,0.65,-2.78
1980,323,0.00,1.79,-4.80
1980,324,0.00,4.38,-5.33
1980,325,0.00,5.87,-4.19
1980,326,0.00,5.16,-3.10
1980,327,0.00,9.23,-4.78
1980,328,0.92,6.40,0.82
1980,329,2.39,5.83,2.19
1980,330,0.00,2.76,-3.46
1980,331,0.00,3.37,-7.99
1980,332,5.62,4.01,-3.38
1980,333,1.94,2.69,-0.76
1980,334,2.60,2.01,-1.77
1980,335,0.00,8.88,-1.23
1980,336,2.23,11.66,3.34
1980,337,1.35,11.69,-1.42
1980,338,0.00,-2.51,-9.01
1980,339,0.00,3.01,-7.37
1980,340,0.00,6.57,-0.88
1980,341,0.00,13.53,4.39
1980,342,7.25,14.48,9.40
1980,343,7.40,15.29,6.23
1980,344,4.68,4.65,0.28
1980,345,0.00,0.87,-2.44
1980,346,1.19,-1.26,-7.86
1980,347,0.00,9.49,-4.81
1980,348,0.00,4.36,-3.96
1980,349,0.00,1.51,-5.17
1980,350,0.96,-0.16,-4.99
1980,351,0.00,-0.04,-6.24
1980,352,0.00,-0.03,-12.49
1980,353,0.85,3.36,-5.98
1980,354,0.00,-4.18,-13.31
1980,355,0.00,-8.32,-15.98
1980,356,0.00,-5.56,-15.07
1980,357,0.00,-0.62,-12.41
1980,358,0.00,1.87,-5.27
1980,359,6.17,-0.03,-11.00
1980,360,0.00,-8.29,-20.54
1980,361,0.00,-5.87,-14.85
1980,362,0.00,-2.93,-11.30
1980,363,0.00,2.80,-14.71
1980,364,9.11,0.90,-6.14
1980,365,1.74,-0.87,-3.99
1981,1,2.12,-0.25,-5.26
1981,2,0.58,-2.69,-8.84
1981,3,1.32,-7.96,-15.59
1981,4,0.00,-14.49,-24.02
1981,5,0.00,-7.99,-22.76
1981,6,7.92,-2.79,-13.65
1981,7,0.00,-4.44,-14.34
1981,8,0.00,-9.21,-22.16
1981,9,0.00,-9.11,-22.48
1981,10,0.00,-9.34,-20.54
1981,11,0.00,-11.09,-20.03
1981,12,0.00,-8.37,-18.55
1981,13,0.00,-2.01,-12.77
1981,14,0.00,-3.12,-15.74
1981,15,0.00,-1.91,-9.79
1981,16,0.64,-3.76,-13.02
1981,17,0.00,-5.63,-11.67
1981,18,0.00,-0.51,-10.94
1981,19,0.00,3.74,-9.34
1981,20,0.00,4.94,-3.24
1981,21,0.00,0.16,-3.59
1981,22,0.00,0.28,-3.78
1981,23,0.00,0.84,-3.93
1981,24,0.00,4.02,-7.35
1981,25,0.00,7.70,-4.77
1981,26,0.00,7.03,0.27
1981,27,0.00,3.57,0.11
1981,28,0.00,1.08,-2.97
1981,29,0.00,-2.60,-8.40
1981,30,0.00,-4.28,-11.67
1981,31,0.00,0.29,-13.04
1981,32,8.67,3.33,-6.22
1981,33,0.00,-2.18,-12.96
1981,34,0.00,-10.91,-17.86
1981,35,0.42,-8.41,-15.83
1981,36,0.90,-4.96,-16.75
1981,37,1.07,-1.01,-9.70
1981,38,0.00,2.34,-7.08
1981,39,0.00,-1.33,-10.28
1981,40,0.00,0.07,-11.11
1981,41,16.31,5.78,-6.35
1981,42,6.74,3.87,-13.45
1981,43,0.00,-9.12,-19.46
1981,44,0.00,-0.65,-15.12
1981,45,0.00,5.52,-10.17
1981,46,0.00,10.22,-3.51
1981,47,3.77,8.34,1.88
1981,48,0.00,11.50,5.16
1981,49,0.00,14.68,6.24
1981,50,10.97,11.48,6.71
1981,51,0.00,9.09,2.37
1981,52,0.00,5.59,0.52
1981,53,4.14,11.04,0.90
1981,54,1.70,9.18,1.74
1981,55,0.74,4.79,0.36
1981,56,0.00,6.02,-1.47
1981,57,0.00,1.04,-3.09
1981,58,0.00,7.86,-2.68
1981,59,0.00,10.24,0.83
1981,60,0.00,4.12,0.39
1981,61,0.00,3.86,-2.51
1981,62,0.00,2.08,-7.75
1981,63,1.87,2.34,-3.01
1981,64,0.00,3.17,-1.24
1981,65,0.09,2.42,-4.75
1981,66,0.00,-0.60,-7.29
1981,67,0.00,4.66,-3.09
1981,68,0.00,7.40,-1.68
1981,69,0.00,7.57,0.03
1981,70,0.00,3.78,-2.28
1981,71,0.00,13.37,-1.80
1981,72,0.00,9.30,-2.31
1981,73,0.00,6.40,-7.66
1981,74,0.00,14.50,-1.63
1981,75,0.96,6.21,-5.66
1981,76,0.00,3.13,-4.98
1981,77,0.00,1.49,-9.31
1981,78,1.99,-1.13,-7.41
1981,79,0.00,2.43,-5.58
1981,80,0.00,7.31,-2.66
1981,81,0.00,7.70,-4.87
1981,82,0.00,10.54,-3.15
1981,83,0.00,12.54,-3.69
1981,84,0.00,11.96,-3.75
1981,85,10.14,17.32,0.63
1981,86,0.00,10.31,0.91
1981,87,0.00,20.83,-0.25
1981,88,4.54,24.19,8.64
1981,89,0.00,17.12,9.89
1981,90,0.00,25.85,5.35
1981,91,0.00,20.47,7.67
1981,92,0.00,21.31,1.63
1981,93,6.01,24.06,9.74
1981,94,5.66,19.85,10.46
1981,95,0.00,9.94,1.37
1981,96,0.00,10.79,-2.01
1981,97,0.00,18.42,0.89
1981,98,0.00,22.59,8.45
1981,99,3.72,17.86,7.77
1981,100,7.03,18.24,3.95
1981,101,11.46,20.99,11.68
1981,102,2.80,15.72,6.53
1981,103,23.55,16.46,4.49
1981,104,7.90,17.99,5.20
1981,105,0.00,11.12,-0.68
1981,106,3.70,17.54,1.13
1981,107,4.82,22.62,9.25
1981,108,0.00,18.40,8.65
1981,109,1.86,12.68,4.57
1981,110,0.00,8.25,1.61
1981,111,0.00,11.51,-3.13
1981,112,6.67,15.72,1.48
1981,113,1.36,17.97,8.57
1981,114,1.74,10.13,3.58
1981,115,0.00,9.50,1.12
1981,116,0.00,15.22,-0.27
1981,117,3.14,22.20,5.18
1981,118,17.45,26.53,10.59
1981,119,8.53,15.88,8.82
1981,120,0.00,15.87,4.98
1981,121,0.00,14.64,6.46
1981,122,0.00,13.74,2.17
1981,123,0.00,20.18,3.03
1981,124,0.00,24.91,7.89
1981,125,9.71,20.86,11.22
1981,126,4.60,13.61,4.36
1981,127,0.00,14.29,0.21
1981,128,0.00,21.38,1.56
1981,129,2.23,17.94,8.53
1981,130,23.74,17.23,12.23
1981,131,1.15,13.45,7.29
1981,132,0.50,16.19,4.64
1981,133,0.00,14.98,4.20
1981,134,16.99,11.76,7.08
1981,135,5.72,9.68,6.90
1981,136,0.00,20.43,5.11
1981,137,0.00,19.62,6.26
1981,138,0.00,12.98,5.15
1981,139,0.00,16.83,6.29
1981,140,0.00,21.10,2.76
1981,141,0.00,24.89,4.77
1981,142,0.00,27.02,9.37
1981,143,0.00,25.88,14.71
1981,144,0.00,28.32,15.15
1981,145,0.86,25.38,16.50
1981,146,2.75,26.01,14.74
1981,147,23.27,18.81,14.90
1981,148,0.00,21.25,13.52
1981,149,0.00,26.07,11.54
1981,150,7.29,22.92,14.47
1981,151,0.00,19.82,9.58
1981,152,0.00,22.05,6.97
1981,153,0.00,25.21,12.61
1981,154,0.00,27.26,18.18
1981,155,0.00,26.68,16.42
1981,156,15.90,27.60,14.89
1981,157,0.00,26.92,16.82
1981,158,0.00,27.92,11.12
1981,159,41.59,29.34,16.80
1981,160,22.19,24.59,15.19
1981,161,8.70,24.26,14.47
1981,162,0.00,24.79,11.71
1981,163,0.00,27.18,15.25
1981,164,97.42,23.84,18.02
1981,165,0.00,30.85,20.48
1981,166,0.00,31.78,22.54
1981,167,2.86,27.55,18.48
1981,168,0.00,24.06,11.98
1981,169,0.00,26.58,12.84
1981,170,0.00,27.15,15.84
1981,171,6.37,26.92,15.01
1981,172,34.55,26.97,18.27
1981,173,7.41,23.28,17.65
1981,174,0.00,24.30,14.49
1981,175,19.38,29.66,15.37
1981,176,9.57,27.02,17.42
1981,177,0.00,22.52,11.94
1981,178,0.00,23.85,10.20
1981,179,0.00,27.40,12.20
1981,180,0.00,32.32,18.15
1981,181,0.00,31.04,20.21
1981,182,0.00,27.99,18.03
1981,183,2.69,27.22,17.59
1981,184,0.00,27.05,17.03
1981,185,0.00,28.69,17.84
1981,186,0.00,29.29,19.33
1981,187,0.00,30.99,18.63
1981,188,0.00,33.51,17.28
1981,189,0.00,33.66,20.98
1981,190,0.00,34.48,23.06
1981,191,0.00,30.63,18.65
1981,192,0.00,31.50,14.87
1981,193,0.00,31.89,17.73
1981,194,0.00,32.06,22.96
1981,195,0.00,28.83,18.62
1981,196,0.00,27.31,15.03
1981,197,0.00,27.12,17.95
1981,198,0.00,30.61,16.15
1981,199,0.00,33.03,17.41
1981,200,11.44,27.70,20.57
1981,201,13.32,28.82,21.15
1981,202,2.51,26.32,19.14
1981,203,0.00,23.71,13.34
1981,204,0.00,23.69,10.54
1981,205,0.00,28.34,13.21
1981,206,0.00,30.15,14.75
1981,207,11.17,28.04,19.46
1981,208,3.64,23.63,18.11
1981,209,7.54,26.05,17.07
1981,210,0.00,22.61,13.73
1981,211,0.00,25.79,10.35
1981,212,0.00,28.19,12.81
1981,213,0.00,29.93,14.65
1981,214,0.00,30.47,17.40
1981,215,8.84,27.30,19.63
1981,216,0.00,29.79,19.85
1981,217,0.00,28.01,18.42
1981,218,0.67,25.85,18.57
1981,219,0.00,28.89,17.98
1981,220,0.00,26.49,16.94
1981,221,0.00,28.10,15.49
1981,222,3.45,28.65,17.54
1981,223,8.35,26.10,16.97
1981,224,0.00,26.60,14.39
1981,225,0.00,29.47,16.47
1981,226,0.00,27.25,17.99
1981,227,1.31,25.24,18.83
1981,228,0.00,23.10,15.00
1981,229,0.00,23.55,8.57
1981,230,0.00,25.22,7.01
1981,231,0.00,26.24,9.86
1981,232,0.00,27.49,11.82
1981,233,0.00,26.18,13.27
1981,234,0.00,28.48,11.83
1981,235,0.00,28.87,11.60
1981,236,0.00,28.43,14.16
1981,237,0.00,27.64,14.19
1981,238,0.00,29.01,12.60
1981,239,0.00,27.19,14.96
1981,240,2.31,28.54,18.26
1981,241,25.89,28.19,18.96
1981,242,32.11,27.38,17.62
1981,243,85.11,27.33,17.55
1981,244,17.76,27.14,19.05
1981,245,14.34,23.59,20.15
1981,246,33.39,22.43,18.70
1981,247,0.00,23.48,16.99
1981,248,0.00,21.73,14.68
1981,249,0.00,22.38,15.54
1981,250,0.00,24.64,14.32
1981,251,2.10,22.68,13.57
1981,252,0.00,20.38,8.45
1981,253,0.00,26.19,10.35
1981,254,0.00,28.41,15.69
1981,255,0.00,28.45,17.13
1981,256,0.00,29.17,16.98
1981,257,9.92,24.48,17.69
1981,258,0.00,21.01,12.52
1981,259,10.71,18.74,9.33
1981,260,8.98,13.38,9.54
1981,261,6.32,12.46,8.04
1981,262,0.00,21.62,7.39
1981,263,0.00,20.15,8.14
1981,264,0.00,23.33,9.67
1981,265,0.00,16.22,7.98
1981,266,0.00,16.29,3.19
1981,267,0.00,20.58,3.75
1981,268,0.00,21.42,8.36
1981,269,6.04,27.75,12.63
1981,270,5.35,23.27,13.43
1981,271,0.00,17.53,6.60
1981,272,3.86,15.21,4.15
1981,273,4.60,21.23,9.04
1981,274,0.00,21.21,10.31
1981,275,0.00,11.70,3.41
1981,276,0.00,13.39,-0.95
1981,277,0.00,18.27,2.51
1981,278,0.00,22.48,10.32
1981,279,11.84,20.14,10.69
1981,280,0.00,13.82,4.86
1981,281,0.00,13.56,0.70
1981,282,0.00,15.43,1.46
1981,283,0.00,14.57,3.60
1981,284,0.00,16.01,5.08
1981,285,0.00,17.86,3.93
1981,286,0.00,19.53,3.84
1981,287,0.00,19.17,4.89
1981,288,0.00,16.56,10.24
1981,289,0.00,15.14,3.36
1981,290,0.00,18.52,2.81
1981,291,8.76,15.74,4.00
1981,292,0.00,8.24,1.99
1981,293,0.00,19.54,1.78
1981,294,0.00,17.56,6.08
1981,295,14.98,8.63,4.75
1981,296,0.00,7.27,-1.10
1981,297,0.00,5.92,-5.67
1981,298,2.09,13.42,-3.59
1981,299,7.18,12.28,4.63
1981,300,31.70,11.80,7.08
1981,301,0.00,14.85,1.85
1981,302,0.00,15.18,2.98
1981,303,0.00,21.26,3.39
1981,304,0.00,20.28,6.95
1981,305,0.00,20.50,9.37
1981,306,0.00,17.95,11.64
1981,307,0.00,18.04,5.60
1981,308,0.00,21.42,6.09
1981,309,3.82,17.65,8.89
1981,310,1.59,9.50,2.81
1981,311,0.00,9.65,-2.03
1981,312,0.00,16.84,0.91
1981,313,0.00,9.57,-0.74
1981,314,0.00,8.51,-5.08
1981,315,0.00,9.72,-2.07
1981,316,0.00,8.34,-2.62
1981,317,0.00,11.87,-3.85
1981,318,0.00,14.29,-2.64
1981,319,0.00,12.00,-2.22
1981,320,0.00,14.06,-2.93
1981,321,0.00,9.27,-1.41
1981,322,0.00,10.49,2.39
1981,323,20.37,11.40,3.46
1981,324,6.93,9.31,0.33
1981,325,0.00,0.73,-2.34
1981,326,0.00,-0.94,-4.24
1981,327,5.12,2.98,-7.67
1981,328,1.96,4.32,-2.61
1981,329,0.00,4.11,-4.22
1981,330,3.63,15.35,-1.12
1981,331,0.00,8.54,1.45
1981,332,0.00,2.15,0.29
1981,333,0.00,1.40,-1.78
1981,334,0.00,3.28,-4.84
1981,335,7.61,13.93,-0.95
1981,336,0.00,6.74,0.99
1981,337,1.91,6.80,-1.08
1981,338,2.01,3.72,0.36
1981,339,0.56,2.54,-1.23
1981,340,0.00,3.63,-4.56
1981,341,2.65,7.00,-0.52
1981,342,0.99,4.84,-1.21
1981,343,0.00,-1.49,-6.08
1981,344,0.00,-1.47,-6.24
1981,345,0.00,0.88,-7.73
1981,346,0.00,-0.03,-3.26
1981,347,0.00,1.06,-2.61
1981,348,0.00,1.21,-3.35
1981,349,0.00,1.04,-4.24
1981,350,1.57,-0.28,-5.43
1981,351,6.10,-2.64,-6.24
1981,352,0.00,-5.32,-13.47
1981,353,0.00,-7.94,-14.06
1981,354,0.00,-7.72,-16.43
1981,355,6.32,0.50,-14.09
1981,356,27.01,2.92,-2.37
1981,357,0.00,2.86,-3.78
1981,358,0.00,-0.48,-7.80
1981,359,0.00,2.53,-6.85
1981,360,0.00,3.51,-3.46
1981,361,3.19,2.11,-2.75
1981,362,7.69,-1.05,-5.15
1981,363,0.00,-3.17,-9.13
1981,364,0.00,-3.17,-12.78
1981,365,2.75,2.82,-7.71
1982,1,0.00,1.64,-6.86
1982,2,1.91,3.06,-8.37
1982,3,10.14,5.78,-1.39
1982,4,4.00,9.27,-4.06
1982,5,0.00,2.75,-6.93
1982,6,3.05,4.56,-3.62
1982,7,0.00,-2.39,-9.94
1982,8,1.05,-3.36,-15.17
1982,9,1.80,-7.06,-19.63
1982,10,0.00,-18.92,-24.09
1982,11,0.69,-14.27,-22.42
1982,12,2.12,-8.35,-16.73
1982,13,2.21,-6.39,-13.32
1982,14,0.00,-7.35,-15.79
1982,15,2.47,-5.92,-20.94
1982,16,3.20,-5.28,-24.18
1982,17,1.13,-17.14,-27.21
1982,18,0.00,-7.61,-21.18
1982,19,0.00,-1.66,-13.74
1982,20,1.22,-2.62,-11.50
1982,21,0.00,-4.01,-10.45
1982,22,11.65,2.69,-12.59
1982,23,3.54,5.05,-10.93
1982,24,0.00,-9.55,-16.36
1982,25,1.54,-10.34,-16.64
1982,26,0.00,-9.60,-17.94
1982,27,0.00,0.40,-17.84
1982,28,0.00,2.97,-7.37
1982,29,11.31,1.44,-9.45
1982,30,25.63,3.59,-3.21
1982,31,24.16,-0.76,-7.90
1982,32,0.00,-2.65,-12.85
1982,33,0.00,-0.39,-12.13
1982,34,15.21,-0.74,-7.57
1982,35,0.00,-5.74,-14.83
1982,36,2.00,-4.80,-15.32
1982,37,0.00,-9.90,-19.73
